id,second_name,team_name,element_type,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,bps,form,ict_index,next5_avg_difficulty,position,predicted_form,form_diff
127,Nunes Fernandes Gomes,Brentford,3,49,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
128,Onyeka,Brentford,3,49,12,88,0,2,0,41,0.2,4.6,3.2,MID,0.41424598184514805,0.21424598184514804
129,Yarmoliuk,Brentford,3,50,29,785,0,1,2,122,1.5,25.0,3.2,MID,1.584069783816529,0.08406978381652896
130,Donovan,Brentford,3,45,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
131,Konak,Brentford,3,44,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
132,Maghoma,Brentford,3,45,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
133,Peart-Harris,Brentford,3,44,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
134,Trevitt,Brentford,3,45,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
136,Nascimento Rodrigues,Brentford,4,62,47,831,6,0,2,187,3.8,66.6,3.2,FWD,3.3762605499625025,-0.42373945003749736
137,Morgan,Brentford,4,44,0,0,0,0,0,0,0.0,0.0,3.2,FWD,0.016011253492094146,0.016011253492094146
748,Dasilva,Brentford,3,50,0,0,0,0,0,0,0.0,0.0,3.2,MID,0.016011253492094146,0.016011253492094146
138,Steele,Brighton,1,43,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
139,Verbruggen,Brighton,1,44,20,900,0,0,1,118,2.2,21.1,2.8,GK,1.9184295591103653,-0.2815704408896349
140,McGill,Brighton,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
141,Rushworth,Brighton,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
142,Scherpen,Brighton,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
143,Boscagli,Brighton,2,43,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
144,Coppola,Brighton,2,43,3,17,0,0,0,6,0.2,0.8,2.8,DEF,0.16376110043190995,-0.036238899568090066
145,De Cuyper,Brighton,2,43,15,406,1,0,0,61,0.2,24.3,2.8,DEF,0.34647086062622456,0.14647086062622455
146,Dunk,Brighton,2,45,23,900,0,1,1,114,2.0,22.1,2.8,DEF,1.7181017979187572,-0.28189820208124283
147,Estupiñán Tenorio,Brighton,2,45,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
148,Kadıoğlu,Brighton,2,44,16,644,0,0,1,70,1.8,22.0,2.8,DEF,1.7181017979187572,-0.08189820208124288
150,Lamptey,Brighton,2,44,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
151,van Hecke,Brighton,2,44,35,900,1,0,1,127,3.2,42.5,2.8,DEF,4.72301821579288,1.52301821579288
152,Veltman,Brighton,2,43,7,324,0,0,0,28,0.0,9.5,2.8,DEF,-0.036432172202467084,-0.036432172202467084
153,Webster,Brighton,2,44,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
154,Cashin,Brighton,2,40,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
155,Slater,Brighton,2,40,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
156,Tasker,Brighton,2,39,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
157,Kaoru,Brighton,3,62,20,508,1,1,1,64,0.0,26.9,2.8,MID,-0.036432172202467084,-0.036432172202467084
158,Rutter,Brighton,3,57,28,604,0,3,3,87,3.0,30.3,2.8,MID,2.5297684615919964,-0.4702315384080036
159,March,Brighton,3,58,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
160,Minteh,Brighton,3,60,47,859,1,5,2,191,4.0,64.5,2.8,MID,3.5215896028721563,-0.4784103971278437
161,Enciso Espínola,Brighton,3,54,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
162,Gruda,Brighton,3,54,19,218,1,1,0,56,0.0,22.4,2.8,MID,0.3549436397317932,0.3549436397317932
163,Hinshelwood,Brighton,3,51,4,107,0,0,0,22,0.0,1.2,2.8,MID,-0.036432172202467084,-0.036432172202467084
164,O'Riley,Brighton,3,55,12,177,1,0,1,36,0.0,19.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
165,Sima,Brighton,3,54,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
166,Ayari,Brighton,3,49,26,781,1,0,1,151,1.5,36.1,2.8,MID,1.5219431820013178,0.02194318200131784
167,Baleba,Brighton,3,47,14,570,0,0,3,68,1.5,8.3,2.8,MID,1.1301639043953635,-0.3698360956046365
169,Gómez Amarilla,Brighton,3,49,25,454,2,0,1,109,4.5,32.6,2.8,MID,3.940401080481591,-0.5595989195184088
170,Milner,Brighton,3,50,15,187,1,1,0,66,1.2,16.8,2.8,MID,1.1570616158416134,-0.04293838415838658
171,Sarmiento Morante,Brighton,3,49,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
172,Watson,Brighton,3,49,2,40,0,0,0,9,0.5,1.4,2.8,MID,0.3588438078914994,-0.1411561921085006
173,Wieffer,Brighton,3,49,33,549,0,3,1,138,5.2,29.2,2.8,MID,4.325724907340446,-0.8742750926595546
174,Yalcouyé,Brighton,3,50,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
175,Knight,Brighton,3,45,1,1,0,0,0,3,0.2,0.0,2.8,MID,0.16376110043190995,-0.036238899568090066
176,Mazilu,Brighton,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
177,Moran,Brighton,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
178,Welbeck,Brighton,4,65,43,625,6,0,1,191,6.2,51.5,2.8,FWD,5.125018623748408,-1.0749813762515918
179,Ferguson,Brighton,4,55,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
180,Tzimas,Brighton,4,53,9,79,0,1,0,26,0.8,11.3,2.8,FWD,1.3590032397199963,0.5590032397199962
181,Kostoulas,Brighton,4,48,7,14,1,0,0,35,1.8,7.6,2.8,FWD,1.3639793163375526,-0.4360206836624474
744,Oriola,Brighton,3,45,1,1,0,0,0,3,0.2,0.0,2.8,MID,0.21380941859050417,0.013809418590504163
168,Buonanotte,Chelsea,3,47,1,45,0,0,0,4,0.0,3.9,3.0,MID,-0.010210459355186496,-0.010210459355186496
220,Lynch Sánchez,Chelsea,1,48,37,904,0,0,5,143,4.5,17.7,3.0,GK,3.9358249137229158,-0.5641750862770842
221,Jörgensen,Chelsea,1,44,1,84,0,0,0,4,0.0,0.9,3.0,GK,-0.010210459355186496,-0.010210459355186496
222,Penders,Chelsea,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
223,Słonina,Chelsea,1,39,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
224,Cucurella Saseta,Chelsea,2,61,49,896,0,2,5,224,5.5,48.8,3.0,DEF,5.73877476444739,0.2387747644473901
225,James,Chelsea,2,55,46,706,1,3,3,190,6.8,47.4,3.0,DEF,6.149785905737412,-0.650214094262588
226,Chalobah,Chelsea,2,51,55,840,2,1,5,207,5.0,39.1,3.0,DEF,3.9479288838737276,-1.0520711161262724
227,Samuels Colwill,Chelsea,2,48,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
228,Gusto,Chelsea,2,49,39,549,1,1,4,139,6.0,27.4,3.0,DEF,5.755316856986834,-0.24468314301316596
229,Badiashile Mukinayi,Chelsea,2,44,0,65,0,0,0,3,0.0,1.8,3.0,DEF,0.18285491974593426,0.18285491974593426
230,Fofana,Chelsea,2,44,15,307,0,0,2,72,3.0,6.9,3.0,DEF,2.3697837117569494,-0.6302162882430506
231,Sarr,Chelsea,2,45,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
232,Adarabioyo,Chelsea,2,43,14,377,0,0,1,60,0.8,12.2,3.0,DEF,0.5875450988460881,-0.21245490115391197
233,Acheampong,Chelsea,2,39,27,348,1,0,2,90,4.0,15.8,3.0,DEF,3.565832782388424,-0.43416721761157584
234,Anselmino,Chelsea,2,40,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
235,Palmer,Chelsea,3,103,11,144,1,0,1,36,0.0,12.9,3.0,MID,-0.010210459355186496,-0.010210459355186496
236,Lomba Neto,Chelsea,3,71,51,829,3,2,5,206,7.8,65.8,3.0,MID,6.547482679861542,-1.252517320138458
237,Fernández,Chelsea,3,67,48,880,3,2,4,199,1.8,77.4,3.0,MID,1.745399419223888,-0.05460058077611207
238,Almeida de Oliveira Gonçalves,Chelsea,3,65,29,337,1,3,2,98,2.2,38.1,3.0,MID,3.3832575107513403,1.1832575107513401
239,Bynoe-Gittens,Chelsea,3,61,9,248,0,0,0,28,1.0,16.2,3.0,MID,0.9773070480935733,-0.022692951906426728
240,Nkunku,Chelsea,3,59,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
241,Caicedo Corozo,Chelsea,3,60,60,945,3,1,4,253,3.8,49.7,3.0,MID,4.943515704756363,1.1435157047563633
243,George,Chelsea,3,49,4,142,0,0,1,2,0.2,7.1,3.0,MID,0.18944485905026553,-0.010555140949734476
244,Lavia,Chelsea,3,49,4,105,0,0,0,22,0.5,1.8,3.0,MID,0.5781308998399006,0.07813089983990062
245,Mudryk,Chelsea,3,50,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
246,Nascimento dos Santos,Chelsea,3,45,7,227,0,0,0,30,0.5,11.3,3.0,MID,0.3827792152658488,-0.1172207847341512
247,Luís Essugo,Chelsea,3,43,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
248,Páez Andrade,Chelsea,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
249,Junqueira de Jesus,Chelsea,4,74,59,929,4,3,5,248,5.0,76.5,3.0,FWD,4.340649581380301,-0.6593504186196988
250,Delap,Chelsea,4,62,6,154,0,0,1,21,0.5,7.0,3.0,FWD,0.3819722839224613,-0.1180277160775387
251,Jackson,Chelsea,4,65,0,0,0,0,0,0,0.0,0.0,3.0,FWD,-0.010210459355186496,-0.010210459355186496
252,Guiu Paz,Chelsea,4,42,7,162,0,0,0,-1,1.0,4.9,3.0,FWD,0.9713895515753985,-0.028610448424601476
453,Garnacho Ferreyra,Chelsea,3,64,24,342,1,2,2,98,5.2,33.4,3.0,MID,4.552812335608259,-0.6471876643917414
672,Hato,Chelsea,2,47,3,166,0,0,0,5,0.0,3.2,3.0,DEF,0.18715855357733424,0.18715855357733424
743,Emenalo,Chelsea,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
253,Henderson,Crystal Palace,1,50,36,900,0,0,4,161,2.2,19.8,2.6,GK,2.092535607454693,-0.10746439254530715
254,Benítez,Crystal Palace,1,40,0,0,0,0,0,0,0.0,0.0,2.6,GK,-0.06265388504974762,-0.06265388504974762
255,Matthews,Crystal Palace,1,40,0,0,0,0,0,0,0.0,0.0,2.6,GK,-0.06265388504974762,-0.06265388504974762
256,Muñoz Mejía,Crystal Palace,2,57,54,900,1,3,4,186,4.5,49.6,2.6,DEF,5.097452025328817,0.5974520253288169
257,Lacroix,Crystal Palace,2,50,50,900,0,1,4,182,3.2,30.8,2.6,DEF,3.094174413412734,-0.10582558658726615
258,Mitchell,Crystal Palace,2,50,44,900,1,0,4,174,2.2,43.7,2.6,DEF,1.892207846263085,-0.30779215373691526
259,Sosa,Crystal Palace,2,48,1,1,0,0,0,3,0.2,0.0,2.6,DEF,0.13753938758462936,-0.06246061241537065
260,Guéhi,Crystal Palace,2,51,64,900,1,3,4,214,4.5,43.5,2.6,DEF,4.0958132193707755,-0.40418678062922453
261,Richards,Crystal Palace,2,45,44,900,0,0,4,168,2.8,32.3,2.6,DEF,2.693518891029517,-0.10648110897048291
262,Riad Dnanou,Crystal Palace,2,40,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
263,Clyne,Crystal Palace,2,39,1,4,0,0,0,5,0.0,0.4,2.6,DEF,-0.06265388504974762,-0.06265388504974762
264,Holding,Crystal Palace,2,40,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
265,Kporha,Crystal Palace,2,40,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
267,Sarr,Crystal Palace,3,67,43,702,3,1,4,131,1.8,41.4,2.6,MID,2.6937878681439797,0.8937878681439797
268,Doucouré,Crystal Palace,3,49,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
269,Esse,Crystal Palace,3,47,1,24,0,0,0,6,0.0,0.7,2.6,MID,-0.06265388504974762,-0.06265388504974762
270,Hughes,Crystal Palace,3,48,13,439,0,0,3,51,0.5,18.2,2.6,MID,0.3342359577309939,-0.1657640422690061
271,Kamada,Crystal Palace,3,50,29,676,0,2,3,126,2.2,23.6,2.6,MID,2.498436183569928,0.29843618356992785
272,Lerma Solís,Crystal Palace,3,49,19,270,0,2,2,58,2.8,14.0,2.6,MID,2.327964882083657,-0.4720351179163429
273,Wharton,Crystal Palace,3,50,23,631,0,1,2,128,1.0,31.9,2.6,MID,1.3033285328390725,0.30332853283907246
274,Agbinone,Crystal Palace,3,44,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
275,Ahamada,Crystal Palace,3,44,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
276,Devenny,Crystal Palace,3,43,9,157,0,0,0,33,0.2,12.1,2.6,MID,0.3361187975322313,0.13611879753223127
277,Ebiowei,Crystal Palace,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
278,Rak-Sakyi,Crystal Palace,3,44,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
279,França de Oliveira,Crystal Palace,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
280,Ozoh,Crystal Palace,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
281,Rodney,Crystal Palace,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
282,Umeh-Chibueze,Crystal Palace,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
283,Mateta,Crystal Palace,4,80,48,869,6,0,5,182,7.0,70.5,2.6,FWD,5.901721818354336,-1.0982781816456644
284,Nketiah,Crystal Palace,4,54,8,107,1,0,0,39,0.5,14.8,2.6,FWD,0.5279737796182709,0.027973779618270855
285,Édouard,Crystal Palace,4,50,1,2,0,0,0,6,0.0,0.2,2.6,FWD,-0.06265388504974762,-0.06265388504974762
286,Marsh,Crystal Palace,4,45,0,0,0,0,0,0,0.0,0.0,2.6,FWD,-0.06265388504974762,-0.06265388504974762
690,Cardines,Crystal Palace,3,44,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
712,Pino Santos,Crystal Palace,3,58,14,505,0,0,3,56,1.2,22.6,2.6,MID,1.1009834432889956,-0.0990165567110044
723,Canvot,Crystal Palace,2,45,1,1,0,0,0,3,0.2,0.1,2.6,DEF,0.13753938758462936,-0.06246061241537065
732,Uche,Crystal Palace,4,55,3,8,0,0,0,12,0.2,2.3,2.6,FWD,0.3377326602190063,0.13773266021900626
242,Dewsbury-Hall,Everton,3,49,35,885,1,2,3,165,3.8,50.2,2.8,MID,2.922085693426875,-0.8779143065731247
287,Pickford,Everton,1,55,42,990,0,0,3,171,3.0,28.2,2.8,GK,2.907964394917594,-0.09203560508240605
288,Travers,Everton,1,44,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
289,Tyrer,Everton,1,39,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
290,Branthwaite,Everton,2,53,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
291,Tarkowski,Everton,2,54,43,990,0,0,3,157,2.8,40.6,2.8,DEF,3.1082921561092025,0.3082921561092027
292,Mykolenko,Everton,2,49,17,715,0,0,1,55,2.5,21.0,2.8,DEF,2.7076366337259854,0.2076366337259854
293,O'Brien,Everton,2,49,28,868,0,0,2,92,1.2,26.5,2.8,DEF,1.9227331929417653,0.7227331929417653
294,Coleman,Everton,2,43,2,2,0,0,0,7,0.0,0.0,2.8,DEF,0.16376110043190995,0.16376110043190995
295,Keane,Everton,2,45,56,964,2,0,3,155,5.2,41.8,2.8,DEF,4.914738709321689,-0.28526129067831096
296,Patterson,Everton,2,44,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
297,Dixon,Everton,2,39,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
298,Welch,Everton,2,39,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
299,Ndiaye,Everton,3,65,55,914,4,1,3,223,4.5,67.5,2.8,MID,4.915814617779539,0.41581461777953876
300,McNeil,Everton,3,56,3,51,0,0,0,7,0.5,2.0,2.8,MID,0.3599197163493494,-0.14008028365065062
301,Alcaraz Durán,Everton,3,52,8,242,0,0,0,36,0.8,9.8,2.8,MID,0.7480678029100596,-0.05193219708994046
302,Gueye,Everton,3,54,42,949,2,0,3,203,4.5,39.2,2.8,MID,3.9130999033636473,-0.5869000966363527
303,Garner,Everton,3,50,42,990,1,1,3,225,2.2,53.1,2.8,MID,1.906325588959553,-0.2936744110404472
304,Iroegbunam,Everton,3,49,18,337,0,2,4,61,1.8,10.1,2.8,MID,2.151303551151936,0.351303551151936
305,Armstrong,Everton,3,45,1,1,0,0,0,3,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
306,Bates,Everton,3,44,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
307,Ebere,Everton,3,44,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
308,Heath,Everton,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
309,Metcalfe,Everton,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
310,Barry,Everton,4,57,12,380,0,0,2,7,1.0,9.3,2.8,FWD,0.9358881282791618,-0.06411187172083821
311,Gomes Betuncal,Everton,4,52,21,606,1,0,1,48,1.5,33.3,2.8,FWD,1.3351987650900656,-0.16480123490993437
312,Ramalho Chermiti,Everton,4,49,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
313,Sherif,Everton,4,44,0,0,0,0,0,0,0.0,0.0,2.8,FWD,-0.036432172202467084,-0.036432172202467084
419,Grealish,Everton,3,68,43,826,1,4,3,218,1.5,80.7,2.8,MID,3.120396126260015,1.6203961262600148
630,King,Everton,1,39,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
667,Aznou,Everton,2,43,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
704,Onyango,Everton,3,45,0,0,0,0,0,0,0.0,0.0,2.8,MID,-0.036432172202467084,-0.036432172202467084
705,Campbell,Everton,2,39,0,0,0,0,0,0,0.0,0.0,2.8,DEF,-0.036432172202467084,-0.036432172202467084
707,Dibling,Everton,3,54,3,62,0,0,0,7,0.0,0.5,2.8,MID,0.15730564968480998,0.15730564968480998
728,Röhl,Everton,3,50,4,91,0,0,0,10,0.8,3.2,2.8,MID,0.5555403780378638,-0.24445962196213622
314,Leno,Fulham,1,50,34,990,0,0,2,149,3.5,26.5,3.0,GK,3.134513868956483,-0.3654861310435171
315,Benda,Fulham,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
316,Robinson,Fulham,2,49,3,61,0,0,0,12,0.0,4.1,3.0,DEF,-0.010210459355186496,-0.010210459355186496
317,Andersen,Fulham,2,45,39,851,0,0,2,140,2.5,31.1,3.0,DEF,2.5522244948368016,0.05222449483680158
318,Bassey,Fulham,2,45,28,908,0,0,2,103,2.5,20.9,3.0,DEF,2.143903124691404,-0.3560968753085958
319,Castagne,Fulham,2,44,10,397,0,0,0,32,0.8,15.8,3.0,DEF,0.7667581565523904,-0.03324184344760961
320,Diop,Fulham,2,44,4,223,0,0,0,9,0.5,4.0,3.0,DEF,0.7611096371486781,0.2611096371486781
321,Cuenca Barreno,Fulham,2,44,7,168,0,0,0,25,1.0,5.1,3.0,DEF,0.7802070122755151,-0.21979298772448486
322,Tete,Fulham,2,45,26,720,0,0,2,127,2.8,26.3,3.0,DEF,2.157083003300067,-0.6429169966999329
323,Amissah,Fulham,2,39,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
324,Iwobi,Fulham,3,65,40,899,1,2,2,175,2.5,57.5,3.0,MID,2.3341442440906683,-0.16585575590933166
325,Smith Rowe,Fulham,3,56,16,216,1,0,0,53,1.0,18.0,3.0,MID,0.9785174451086545,-0.02148255489134554
326,Traoré Diarra,Fulham,3,52,11,242,0,0,0,41,1.2,12.9,3.0,MID,1.1779037863996438,-0.022096213600356185
327,Hoelgebaum Pereira,Fulham,3,53,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
328,Sessegnon,Fulham,3,54,47,836,2,2,2,168,6.0,39.0,3.0,MID,6.5400858092138225,0.5400858092138225
329,Wilson,Fulham,3,52,34,652,2,1,2,132,3.2,39.5,3.0,MID,3.157242435128564,-0.04275756487143623
330,Berge,Fulham,3,49,27,958,0,1,2,148,2.8,26.1,3.0,MID,2.533530585381658,-0.2664694146183417
331,Cairney,Fulham,3,49,8,196,0,0,0,31,1.0,7.3,3.0,MID,1.1699689615230002,0.16996896152300023
332,Lukić,Fulham,3,50,27,677,1,2,1,125,2.2,41.5,3.0,MID,1.9739697774340583,-0.22603022256594185
333,Godo,Fulham,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
334,Harris,Fulham,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
335,King,Fulham,3,45,19,659,0,0,2,80,1.8,27.8,3.0,MID,1.9583691047952332,0.15836910479523314
336,Reed,Fulham,3,44,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
337,Jiménez Rodríguez,Fulham,4,62,25,449,1,2,1,84,3.2,27.7,3.0,FWD,2.5526279605084956,-0.6473720394915046
338,Muniz Carvalho,Fulham,4,54,17,348,1,1,1,47,0.5,22.2,3.0,FWD,0.38587245208216747,-0.11412754791783253
