id,second_name,team_name,element_type,now_cost,total_points,minutes,goals_scored,assists,clean_sheets,bps,form,ict_index,next5_avg_difficulty,position,predicted_form,form_diff
664,Lecomte,Fulham,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
727,Chukwueze,Fulham,3,53,7,77,0,1,0,19,0.5,8.7,3.0,MID,1.182745374459969,0.682745374459969
731,Santos Lopes de Macedo,Fulham,3,60,10,314,0,0,1,41,1.8,17.5,3.0,MID,1.5585205137554046,-0.24147948624459548
737,Kusi-Asare,Fulham,4,45,1,1,0,0,0,2,0.2,0.0,3.0,FWD,0.18998281327919053,-0.010017186720809479
339,Meslier,Leeds,1,43,0,0,0,0,0,0,0.0,0.0,3.4,GK,0.04223296633937468,0.04223296633937468
340,Cairns,Leeds,1,40,0,0,0,0,0,0,0.0,0.0,3.4,GK,0.04223296633937468,0.04223296633937468
341,Darlow,Leeds,1,40,10,450,0,0,0,55,0.2,10.5,3.4,GK,0.41868054842096636,0.21868054842096635
342,Bogle,Leeds,2,45,27,868,0,1,2,75,1.0,26.5,3.4,DEF,1.3982632309930825,0.3982632309930825
343,Struijk,Leeds,2,44,24,720,0,0,2,93,0.0,23.9,3.4,DEF,0.21835278722935814,0.21835278722935814
344,Bijol,Leeds,2,39,5,180,0,0,0,20,1.2,5.1,3.4,DEF,1.019663831995791,-0.18033616800420904
345,Bornauw,Leeds,2,39,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
346,Byram,Leeds,2,39,1,7,0,0,0,-2,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
347,Gudmundsson,Leeds,2,40,26,830,0,0,2,102,0.8,39.3,3.4,DEF,0.8030629553792017,0.0030629553792016484
348,Rodon,Leeds,2,41,45,900,2,0,2,149,3.8,42.5,3.4,DEF,3.1990612648018564,-0.6009387351981434
349,Schmidt,Leeds,2,40,0,0,0,0,0,0,0.0,0.0,3.4,DEF,0.04223296633937468,0.04223296633937468
350,Aaronson,Leeds,3,54,34,636,1,2,2,138,3.8,42.5,3.4,MID,4.007500203101545,0.20750020310154493
351,Gnonto,Leeds,3,52,6,191,0,0,1,27,0.0,5.3,3.4,MID,0.04223296633937468,0.04223296633937468
352,Harrison,Leeds,3,52,10,253,0,0,0,50,1.0,11.5,3.4,MID,1.0242364429416533,0.02423644294165328
353,James,Leeds,3,53,10,268,0,0,1,38,0.8,13.5,3.4,MID,0.6356848907092494,-0.16431510929075066
354,Ampadu,Leeds,3,49,22,697,0,0,1,114,1.8,20.5,3.4,MID,1.9984395832245196,0.1984395832245196
355,Greenwood,Leeds,3,49,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
356,Gruev,Leeds,3,48,7,211,0,0,1,42,0.0,3.6,3.4,MID,0.03981217230921219,0.03981217230921219
357,Ramazani,Leeds,3,49,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
358,Ao,Leeds,3,48,13,320,0,0,2,51,1.5,9.0,3.4,MID,1.4226056598519383,-0.07739434014806168
359,Crew,Leeds,3,45,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
360,Gelhardt,Leeds,3,45,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
361,Gyabi,Leeds,3,45,0,0,0,0,0,0,0.0,0.0,3.4,MID,0.04223296633937468,0.04223296633937468
362,Piroe,Leeds,4,50,5,162,0,0,1,11,0.2,9.1,3.4,FWD,0.43912280912011614,0.23912280912011613
363,Bamford,Leeds,4,49,0,0,0,0,0,0,0.0,0.0,3.4,FWD,0.04223296633937468,0.04223296633937468
364,Joseph Fernández-Regatillo,Leeds,4,50,0,0,0,0,0,0,0.0,0.0,3.4,FWD,0.04223296633937468,0.04223296633937468
365,Nmecha,Leeds,4,50,15,199,1,0,1,45,0.8,14.3,3.4,FWD,0.8350712320002389,0.03507123200023887
493,Longstaff,Leeds,3,49,37,714,1,2,1,191,2.2,54.7,3.4,MID,2.201591604117984,0.0015916041179839802
660,Stach,Leeds,3,49,36,708,1,2,2,136,0.8,44.5,3.4,MID,1.021277694682566,0.22127769468256586
665,Perri,Leeds,1,45,15,450,0,0,2,53,0.8,8.7,3.4,GK,0.6190083096125745,-0.18099169038742557
691,Calvert-Lewin,Leeds,4,55,24,598,1,1,2,64,1.5,33.8,3.4,FWD,1.6004738319859282,0.10047383198592819
698,Okafor,Leeds,3,55,27,425,2,1,1,89,1.5,28.4,3.4,MID,2.8200584001328703,1.3200584001328703
706,Justin,Leeds,2,40,4,77,0,0,0,15,0.2,1.8,3.4,DEF,0.4348191752887163,0.23481917528871626
741,Gray,Leeds,4,45,0,0,0,0,0,0,0.0,0.0,3.4,FWD,0.04223296633937468,0.04223296633937468
366,Becker,Liverpool,1,54,20,540,0,0,2,95,0.0,10.7,2.6,GK,-0.06265388504974762,-0.06265388504974762
367,Mamardashvili,Liverpool,1,43,12,360,0,0,1,62,2.5,9.8,2.6,GK,2.2928633686463007,-0.2071366313536993
368,Pécsi,Liverpool,1,39,0,0,0,0,0,0,0.0,0.0,2.6,GK,-0.06265388504974762,-0.06265388504974762
369,Woodman,Liverpool,1,39,0,0,0,0,0,0,0.0,0.0,2.6,GK,-0.06265388504974762,-0.06265388504974762
370,Frimpong,Liverpool,2,58,7,83,0,1,0,29,0.2,6.6,2.6,DEF,0.13700143335570436,-0.06299856664429565
371,Kerkez,Liverpool,2,57,20,660,1,0,1,83,1.8,29.2,2.6,DEF,1.5125325388079436,-0.28746746119205646
372,Robertson,Liverpool,2,58,11,236,0,0,1,59,2.2,21.1,2.6,DEF,1.919912489052722,-0.28008751094727824
373,van Dijk,Liverpool,2,59,40,900,0,0,3,149,2.8,41.2,2.6,DEF,2.2928633686463007,-0.5071366313536991
374,Konaté,Liverpool,2,54,38,832,0,0,3,139,3.5,31.4,2.6,DEF,2.8985537517242195,-0.6014462482757805
375,Bradley,Liverpool,2,50,15,447,0,1,1,43,3.0,13.2,2.6,DEF,2.3067156900411194,-0.6932843099588806
376,Gomez,Liverpool,2,49,3,36,0,0,0,7,0.2,2.0,2.6,DEF,0.13673245624124186,-0.06326754375875815
377,Tsimikas,Liverpool,2,48,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
378,Nallo,Liverpool,2,38,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
379,Williams,Liverpool,2,38,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
380,Ramsay,Liverpool,2,38,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
381,Salah,Liverpool,3,142,52,894,4,2,3,163,4.5,78.9,2.6,MID,3.896292389522554,-0.6037076104774459
382,Wirtz,Liverpool,3,80,17,604,0,0,2,84,1.0,43.1,2.6,MID,0.9163908432934436,-0.08360915670655644
383,Díaz Marulanda,Liverpool,3,80,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
384,Gakpo,Liverpool,3,76,45,795,3,2,3,176,3.0,75.3,2.6,MID,3.6991923537044955,0.6991923537044955
385,Chiesa,Liverpool,3,64,19,110,2,1,0,71,1.2,17.7,2.6,MID,0.9326639587184247,-0.2673360412815753
386,Mac Allister,Liverpool,3,63,24,564,0,2,2,118,2.2,27.6,2.6,MID,2.105446508948893,-0.09455349105110722
387,Szoboszlai,Liverpool,3,66,43,900,1,1,3,207,4.0,65.3,2.6,MID,3.2945021746043417,-0.7054978253956583
388,Jones,Liverpool,3,54,13,322,0,1,0,84,0.8,15.8,2.6,MID,0.7210391587193916,-0.07896084128060843
390,Gravenberch,Liverpool,3,56,50,691,3,2,3,205,3.2,41.0,2.6,MID,2.909850790531644,-0.290149209468356
392,Wataru,Liverpool,3,49,6,36,0,1,0,20,0.0,3.9,2.6,MID,0.13713592191293555,0.13713592191293555
393,Bajčetić Maquieira,Liverpool,3,43,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
394,McConnell,Liverpool,3,44,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
395,Morton,Liverpool,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
396,Nyoni,Liverpool,3,43,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
397,Núñez Ribeiro,Liverpool,4,65,0,0,0,0,0,0,0.0,0.0,2.6,FWD,-0.06265388504974762,-0.06265388504974762
398,Danns,Liverpool,4,44,0,0,0,0,0,0,0.0,0.0,2.6,FWD,-0.06265388504974762,-0.06265388504974762
499,Isak,Liverpool,4,104,10,250,0,1,0,19,0.5,8.7,2.6,FWD,1.3202740910502098,0.8202740910502098
661,Ekitiké,Liverpool,4,86,38,575,3,1,3,124,1.2,35.0,2.6,FWD,1.1110700850813393,-0.08892991491866065
686,Ngumoha,Liverpool,3,45,9,30,1,0,0,37,0.2,8.8,2.6,MID,0.13498410499723557,-0.06501589500276445
692,Leoni,Liverpool,2,49,0,0,0,0,0,0,0.0,0.0,2.6,DEF,-0.06265388504974762,-0.06265388504974762
746,Morrison,Liverpool,3,45,0,0,0,0,0,0,0.0,0.0,2.6,MID,-0.06265388504974762,-0.06265388504974762
182,Trafford,Man City,1,47,11,270,0,0,1,62,0.0,10.1,3.0,GK,-0.010210459355186496,-0.010210459355186496
399,Santana de Moraes,Man City,1,53,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
400,Ortega Moreno,Man City,1,48,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
401,Bettinelli,Man City,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
402,Aït-Nouri,Man City,2,58,11,203,0,0,1,38,0.2,7.8,3.0,DEF,0.18998281327919053,-0.010017186720809479
403,Gvardiol,Man City,2,58,28,519,0,1,2,109,1.0,20.2,3.0,DEF,3.158721809258108,2.158721809258108
404,Akanji,Man City,2,54,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
405,Aké,Man City,2,53,10,201,0,0,1,42,1.5,7.6,3.0,DEF,1.1796521376436502,-0.3203478623563498
406,Khusanov,Man City,2,54,11,227,0,0,1,46,0.0,4.8,3.0,DEF,-0.010210459355186496,-0.010210459355186496
407,Nunes,Man City,2,53,32,603,1,1,2,138,2.8,24.4,3.0,DEF,3.146617839107295,0.3466178391072954
408,dos Santos Gato Alves Dias,Man City,2,55,39,815,0,0,4,161,3.0,24.4,3.0,DEF,4.148256645065336,1.1482566450653362
409,Stones,Man City,2,55,11,324,0,0,1,46,0.5,9.1,3.0,DEF,0.3823757495941551,-0.1176242504058449
410,Lewis,Man City,2,48,15,172,0,1,1,50,0.2,9.4,3.0,DEF,0.18944485905026553,-0.010555140949734476
411,O'Reilly,Man City,2,49,40,593,1,1,4,146,5.0,37.1,3.0,DEF,4.958578423166264,-0.04142157683373604
412,de Oliveira Nunes dos Reis,Man City,2,50,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
413,Marmoush,Man City,3,83,11,162,0,1,0,41,0.5,13.9,3.0,MID,0.38856222322679246,-0.11143777677320754
414,Foden,Man City,3,80,28,621,1,1,4,151,2.0,57.7,3.0,MID,2.145113521706486,0.14511352170648584
415,Moreira de Oliveira,Man City,3,69,15,351,0,1,2,52,2.0,26.6,3.0,MID,2.1565450490711418,0.15654504907114175
416,Mota Veiga de Carvalho e Silva,Man City,3,63,20,550,0,1,2,102,1.2,26.4,3.0,MID,1.1656653276916003,-0.034334672308399705
417,Cherki,Man City,3,63,19,161,1,2,0,84,3.0,23.1,3.0,MID,2.381484216236068,-0.6185157837639319
418,Doku,Man City,3,64,33,544,0,4,3,123,1.0,57.0,3.0,MID,0.9681618262018485,-0.03183817379815146
420,Gündoğan,Man City,3,63,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
421,Hernandez Cascante,Man City,3,63,12,292,0,0,1,58,0.2,12.0,3.0,MID,0.38748631476894246,0.18748631476894245
422,Kovačić,Man City,3,59,1,4,0,0,0,3,0.2,0.3,3.0,MID,0.18957934760749673,-0.010420652392503282
423,González Iglesias,Man City,3,59,20,554,0,0,3,129,2.2,23.3,3.0,MID,2.357141787377212,0.15714178737721163
424,Bobb,Man City,3,53,18,451,0,1,2,81,0.8,28.2,3.0,MID,1.1694310072940755,0.3694310072940754
425,Echeverri,Man City,3,54,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
427,Reijnders,Man City,3,55,34,757,1,2,3,145,0.8,46.3,3.0,MID,1.1614961824174315,0.3614961824174314
428,Nypan,Man City,3,50,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
429,Phillips,Man City,3,48,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
430,Haaland,Man City,4,148,98,854,13,1,5,416,7.0,116.0,3.0,FWD,7.154383459954541,0.15438345995454128
736,Donnarumma,Man City,1,57,25,630,0,0,3,108,2.5,10.0,3.0,GK,3.146617839107295,0.6466178391072952
739,Mukasa,Man City,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
740,Mfuni,Man City,2,40,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
742,McAidoo,Man City,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
119,Mbeumo,Man Utd,3,84,60,955,5,1,2,225,8.2,95.5,2.4,MID,7.665270077622866,-0.5347299223771333
431,Bayındır,Man Utd,1,48,11,540,0,0,0,49,0.0,12.8,2.4,GK,-0.0888755978970282,-0.0888755978970282
432,Onana,Man Utd,1,49,0,0,0,0,0,0,0.0,0.0,2.4,GK,-0.0888755978970282,-0.0888755978970282
433,Harrison,Man Utd,1,40,0,0,0,0,0,0,0.0,0.0,2.4,GK,-0.0888755978970282,-0.0888755978970282
434,Heaton,Man Utd,1,39,0,0,0,0,0,0,0.0,0.0,2.4,GK,-0.0888755978970282,-0.0888755978970282
435,Mee,Man Utd,1,39,0,0,0,0,0,0,0.0,0.0,2.4,GK,-0.0888755978970282,-0.0888755978970282
436,de Ligt,Man Utd,2,50,39,990,1,0,1,145,3.2,36.7,2.4,DEF,4.0574875363726814,0.8574875363726813
437,Martínez,Man Utd,2,48,0,0,0,0,0,0,0.0,0.0,2.4,DEF,-0.0888755978970282,-0.0888755978970282
438,Mazraoui,Man Utd,2,49,10,200,0,0,1,44,0.2,6.6,2.4,DEF,0.10203796428839262,-0.09796203571160739
439,León Blanco,Man Utd,2,43,0,0,0,0,0,0,0.0,0.0,2.4,DEF,-0.0888755978970282,-0.0888755978970282
440,Dalot Teixeira,Man Utd,2,44,22,592,0,2,1,58,1.5,25.7,2.4,DEF,2.873004481663095,1.373004481663095
441,Dorgu,Man Utd,2,43,16,622,0,1,1,68,1.5,32.1,2.4,DEF,1.2894797672570668,-0.2105202327429332
442,Maguire,Man Utd,2,44,33,341,1,1,2,83,4.2,14.3,2.4,DEF,3.494699003051532,-0.705300996948468
443,Shaw,Man Utd,2,45,28,933,0,1,2,104,3.2,20.5,2.4,DEF,3.6611356478208648,0.4611356478208646
444,Yoro,Man Utd,2,44,23,638,0,1,1,68,0.8,15.5,2.4,DEF,1.6773588767033147,0.8773588767033147
445,Amass,Man Utd,2,40,0,0,0,0,0,0,0.0,0.0,2.4,DEF,-0.0888755978970282,-0.0888755978970282
446,Fredricson,Man Utd,2,39,0,0,0,0,0,0,0.0,0.0,2.4,DEF,-0.0888755978970282,-0.0888755978970282
447,Heaven,Man Utd,2,38,4,28,0,1,0,14,0.8,3.9,2.4,DEF,0.5087454717470152,-0.2912545282529848
448,Malacia,Man Utd,2,39,0,0,0,0,0,0,0.0,0.0,2.4,DEF,-0.0888755978970282,-0.0888755978970282
449,Borges Fernandes,Man Utd,3,89,50,980,2,3,1,243,5.5,92.2,2.4,MID,4.859605512482503,-0.6403944875174972
450,Santos Carneiro da Cunha,Man Utd,3,79,26,683,1,0,1,124,4.2,45.7,2.4,MID,3.469011688620364,-0.7309883113796363
451,Rashford,Man Utd,3,70,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
452,Diallo,Man Utd,3,63,37,753,1,3,2,180,5.8,55.1,2.4,MID,5.06625423586398,-0.7337457641360201
454,dos Santos,Man Utd,3,59,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
455,Mount,Man Utd,3,59,22,349,1,0,3,70,1.0,22.1,2.4,MID,2.696615683658649,1.6966156836586488
457,Casimiro,Man Utd,3,55,47,617,3,2,3,165,8.0,40.0,2.4,MID,7.073028550268074,-0.9269714497319264
458,Mainoo,Man Utd,3,47,7,138,0,0,0,26,0.5,9.1,2.4,MID,0.5069971205030088,0.006997120503008825
459,Ugarte Ribeiro,Man Utd,3,48,13,299,0,0,0,66,0.8,8.2,2.4,MID,0.7038281792066048,-0.09617182079339526
460,Collyer,Man Utd,3,45,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
461,Fitzgerald,Man Utd,3,44,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
462,Fletcher,Man Utd,3,44,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
463,Koné,Man Utd,3,44,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
464,Moorhouse,Man Utd,3,45,0,0,0,0,0,0,0.0,0.0,2.4,MID,-0.0888755978970282,-0.0888755978970282
465,Højlund,Man Utd,4,63,0,0,0,0,0,0,0.0,0.0,2.4,FWD,-0.0888755978970282,-0.0888755978970282
466,Zirkzee,Man Utd,4,58,4,82,0,0,0,7,0.2,8.9,2.4,FWD,0.11037625483672997,-0.08962374516327004
467,Obi,Man Utd,4,43,0,0,0,0,0,0,0.0,0.0,2.4,FWD,-0.0888755978970282,-0.0888755978970282
468,Wheatley,Man Utd,4,45,0,0,0,0,0,0,0.0,0.0,2.4,FWD,-0.0888755978970282,-0.0888755978970282
681,Sesko,Man Utd,4,73,31,616,2,1,1,90,2.0,43.5,2.4,FWD,3.273391026931849,1.273391026931849
733,Lammens,Man Utd,1,50,16,450,0,0,1,63,1.8,11.1,2.4,GK,3.0558487304146413,1.2558487304146413
52,Ramsey,Newcastle,3,53,3,124,0,0,0,18,0.2,9.0,3.0,MID,0.18137554561639058,-0.018624454383609435
135,Wissa,Newcastle,4,73,0,0,0,0,0,0,0.0,0.0,3.0,FWD,-0.010210459355186496,-0.010210459355186496
469,Pope,Newcastle,1,52,49,900,0,1,5,205,2.0,25.7,3.0,GK,2.9462900779156866,0.9462900779156866
471,Gillespie,Newcastle,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
472,Vlachodimos,Newcastle,1,40,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
473,Hall,Newcastle,2,52,9,133,0,0,1,31,0.0,3.9,3.0,DEF,-0.010210459355186496,-0.010210459355186496
474,Schär,Newcastle,2,54,25,424,0,0,3,95,0.5,15.7,3.0,DEF,0.3804929097929175,-0.1195070902070825
475,Botman,Newcastle,2,49,28,552,0,0,3,108,0.5,21.2,3.0,DEF,1.5515271087793798,1.0515271087793798
476,Burn,Newcastle,2,52,48,900,0,1,5,131,1.2,25.3,3.0,DEF,3.146617839107295,1.9466178391072952
477,Livramento,Newcastle,2,49,37,526,0,1,5,137,0.0,14.3,3.0,DEF,-0.010210459355186496,-0.010210459355186496
478,Trippier,Newcastle,2,50,30,609,0,0,4,123,0.8,33.1,3.0,DEF,1.7564274809168503,0.9564274809168503
479,Krafth,Newcastle,2,43,0,45,0,0,0,-8,0.0,0.3,3.0,DEF,-0.016262444430592715,-0.016262444430592715
480,Lascelles,Newcastle,2,43,1,19,0,0,0,0,0.0,1.7,3.0,DEF,-0.010210459355186496,-0.010210459355186496
481,Murphy,Newcastle,2,39,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
482,Ashby,Newcastle,2,39,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
483,Pivaš,Newcastle,2,39,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
484,Targett,Newcastle,2,40,0,0,0,0,0,0,0.0,0.0,3.0,DEF,-0.010210459355186496,-0.010210459355186496
485,Gordon,Newcastle,3,74,12,461,0,0,3,43,1.2,26.4,3.0,MID,1.557713582412017,0.357713582412017
486,Elanga,Newcastle,3,67,15,398,0,0,2,52,0.8,22.8,3.0,MID,1.1727932212248566,0.3727932212248566
487,Barnes,Newcastle,3,63,15,388,0,0,2,47,0.8,23.4,3.0,MID,0.778458661031509,-0.021541338968491086
488,Guimarães Rodriguez Moura,Newcastle,3,66,46,805,3,2,4,194,4.0,53.3,3.0,MID,5.951878938575966,1.951878938575966
489,Murphy,Newcastle,3,61,34,490,2,1,4,118,4.2,44.6,3.0,MID,3.56865704209028,-0.6313429579097201
490,Apolinário de Lira,Newcastle,3,59,20,626,0,0,3,80,1.8,25.9,3.0,MID,1.950703257033052,0.15070325703305198
491,Tonali,Newcastle,3,54,28,793,0,1,5,164,1.2,45.8,3.0,MID,1.5550238112673922,0.35502381126739224
492,Cordero Campillo,Newcastle,3,49,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
494,Willock,Newcastle,3,50,4,86,0,0,1,16,0.0,1.8,3.0,MID,-0.010210459355186496,-0.010210459355186496
495,Hayden,Newcastle,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
496,Kuol,Newcastle,3,44,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
497,Miley,Newcastle,3,44,13,272,0,1,1,59,1.5,10.9,3.0,MID,1.3778280819195583,-0.1221719180804417
498,White,Newcastle,3,45,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
500,Osula,Newcastle,4,55,18,213,1,1,1,60,1.5,12.1,3.0,FWD,1.3848214868955835,-0.11517851310441651
501,Neave,Newcastle,4,44,0,0,0,0,0,0,0.0,0.0,3.0,FWD,-0.010210459355186496,-0.010210459355186496
674,Ramsdale,Newcastle,1,48,0,0,0,0,0,0,0.0,0.0,3.0,GK,-0.010210459355186496,-0.010210459355186496
684,Thiaw,Newcastle,2,49,23,542,0,0,2,85,1.0,19.3,3.0,DEF,2.345306794340862,1.3453067943408619
689,Park,Newcastle,3,44,0,0,0,0,0,0,0.0,0.0,3.0,MID,-0.010210459355186496,-0.010210459355186496
714,Woltemade,Newcastle,4,75,35,523,4,0,4,121,2.8,36.8,3.0,FWD,3.3536700281604657,0.5536700281604658
12,Zinchenko,Nott'm Forest,2,49,5,253,0,0,0,46,0.2,13.0,2.8,DEF,0.15407792431126,-0.045922075688740016
426,McAtee,Nott'm Forest,3,51,4,126,0,0,0,20,0.0,6.1,2.8,MID,-0.036432172202467084,-0.036432172202467084
502,Sels,Nott'm Forest,1,48,21,900,0,0,0,91,1.5,25.6,2.8,GK,1.7181017979187572,0.21810179791875717
503,dos Santos Pereira,Nott'm Forest,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
504,Turner,Nott'm Forest,1,40,0,0,0,0,0,0,0.0,0.0,2.8,GK,-0.036432172202467084,-0.036432172202467084
505,Milenković,Nott'm Forest,2,52,15,900,0,0,0,62,0.8,23.2,2.8,DEF,1.1171185143439324,0.31711851434393235
