year,tournament,surface,tourney_level,avg_sets_R16,avg_diff_games_R16,avg_tot_games_R16,avg_rank_R16,fave_ratio_R16,avg_sets_QF,avg_diff_games_QF,avg_tot_games_QF,avg_rank_QF,fave_ratio_QF,avg_sets_SF,avg_diff_games_SF,avg_tot_games_SF,avg_rank_SF,fave_ratio_SF,avg_sets_F,avg_diff_games_F,avg_tot_games_F,avg_rank_F,fave_ratio_F
1984,Australian Open,Grass,G,3.5,6.875,34.875,34.625,0.5,3.25,6.5,32.0,19.5,0.75,4.0,8.0,34.0,12.5,1.0,4.0,6.0,44.0,4.0,1.0
1984,Masters,Carpet,M,2.0,5.25,19.25,9.75,0.75,2.5,2.75,24.75,2.5,1.0,2.5,6.5,25.5,2.0,0.5,3.0,10.0,28.0,1.0,1.0
1985,Delray Beach,Hard,M,2.125,4.875,20.625,34.625,0.5,3.25,8.25,29.75,35.25,0.25,4.0,6.0,40.0,36.0,0.5,5.0,5.0,47.0,45.0,0.0
1985,Rome,Clay,M,2.25,5.125,21.125,43.875,0.5,2.0,6.5,18.5,24.0,0.5,2.0,6.0,18.0,19.5,0.5,4.0,5.0,39.0,23.0,0.0
1985,Montreal / Toronto,Hard,M,2.125,5.875,19.625,12.75,0.75,2.0,7.75,16.75,10.25,0.75,2.0,6.5,17.5,1.5,1.0,2.0,5.0,21.0,1.0,1.0
1985,Cincinnati,Hard,M,2.375,5.625,22.375,31.25,0.75,2.5,6.25,23.25,17.75,0.75,2.0,6.5,18.5,6.0,1.0,2.0,6.0,18.0,9.0,0.0
1985,Roland Garros,Clay,G,3.5,9.625,31.625,16.625,0.75,3.75,5.75,39.75,2.5,1.0,3.0,10.5,27.5,3.0,0.5,4.0,7.0,35.0,4.0,0.0
1985,Wimbledon,Grass,G,3.375,8.125,32.125,31.75,0.625,3.25,8.0,30.5,9.5,0.75,3.5,8.0,31.0,14.5,0.0,4.0,5.0,45.0,20.0,0.0
1985,US Open,Hard,G,3.75,6.625,36.875,10.125,0.75,3.0,8.25,19.25,2.5,1.0,4.0,6.0,38.0,1.5,1.0,3.0,6.0,32.0,2.0,0.0
1985,Australian Open,Grass,G,3.75,4.125,36.125,43.375,0.625,3.5,7.75,31.25,19.0,0.75,4.0,8.0,43.0,4.5,0.5,3.0,8.0,28.0,6.0,0.0
1985,Masters,Carpet,M,2.5,5.25,22.0,9.625,0.625,2.25,6.25,19.75,7.5,0.5,2.0,4.5,20.5,3.5,1.0,3.0,8.0,30.0,1.0,1.0
1986,Boca West,Hard,M,2.25,4.875,22.375,21.875,0.875,3.5,8.75,32.75,3.5,1.0,3.5,0.0,0.0,2.0,1.0,4.0,5.0,39.0,1.0,1.0
1986,Rome,Clay,M,2.125,5.875,19.625,22.375,0.875,2.0,5.75,18.75,10.25,0.75,2.5,2.5,24.5,17.5,0.5,4.0,10.0,36.0,1.0,1.0
1986,Montreal / Toronto,Hard,M,2.5,3.75,25.0,40.75,0.375,2.25,4.25,22.75,33.5,0.75,2.0,5.5,20.5,4.5,1.0,3.0,2.0,28.0,3.0,1.0
1986,Cincinnati,Hard,M,2.25,4.875,22.375,14.75,0.875,2.25,5.25,22.75,5.75,1.0,2.0,6.0,19.0,4.0,1.0,2.0,7.0,17.0,2.0,1.0
1986,Roland Garros,Clay,G,3.625,6.625,33.625,21.625,0.625,3.75,7.0,36.5,14.25,0.5,3.5,8.5,31.5,14.0,0.5,3.0,9.0,27.0,1.0,1.0
1986,Wimbledon,Grass,G,3.625,5.625,38.875,68.5,0.625,4.0,4.25,42.75,13.0,1.0,4.5,7.5,46.5,3.5,1.0,3.0,7.0,31.0,6.0,0.0
1986,US Open,Hard,G,3.375,8.875,32.625,13.25,0.875,3.5,8.5,30.0,5.75,0.75,4.0,5.5,38.5,8.0,0.5,3.0,12.0,24.0,1.0,1.0
1986,Masters Dec,Carpet,M,0.0,,,,,0.0,,,,,2.0,5.0,19.0,1.5,1.0,3.0,6.0,30.0,1.0,1.0
1987,Key Biscayne,Hard,M,3.75,7.625,35.125,21.625,0.75,4.0,7.5,35.5,5.5,0.75,3.0,1.0,22.0,5.0,0.5,3.0,8.0,32.0,9.0,0.0
1987,Indian Wells,Hard,M,2.25,4.5,19.0,11.125,0.625,2.5,5.75,22.25,3.5,1.0,2.0,6.5,18.5,2.5,1.0,3.0,6.0,32.0,3.0,0.0
1987,Rome,Clay,M,2.5,4.875,19.375,35.875,0.625,2.75,4.5,28.0,14.5,0.75,2.0,6.5,17.5,10.5,1.0,3.0,7.0,29.0,4.0,1.0
1987,Montreal / Toronto,Hard,M,2.25,5.375,17.625,22.75,0.875,2.5,3.75,23.75,3.5,1.0,2.0,5.0,20.0,2.0,1.0,2.0,3.0,23.0,1.0,1.0
1987,Cincinnati,Hard,M,2.25,5.125,22.625,30.75,0.875,2.25,4.75,16.25,7.75,1.0,2.0,6.5,17.5,3.5,1.0,2.0,7.0,17.0,3.0,1.0
1987,Roland Garros,Clay,G,4.125,7.5,39.75,10.5,0.875,3.25,9.25,30.25,3.0,1.0,3.0,9.0,28.0,2.5,0.5,4.0,4.0,42.0,1.0,1.0
1987,Wimbledon,Grass,G,3.625,5.375,37.125,10.125,0.875,3.25,6.5,34.0,5.75,0.75,3.5,5.5,34.5,6.0,0.5,3.0,7.0,33.0,11.0,0.0
1987,US Open,Hard,G,3.5,6.875,34.875,10.375,0.875,3.5,8.5,33.0,3.0,1.0,3.5,7.0,32.0,2.0,0.5,4.0,8.0,42.0,1.0,1.0
1987,Australian Open,Grass,G,4.25,6.75,41.25,53.875,0.75,3.25,8.25,29.75,25.25,0.75,3.5,4.5,39.5,14.5,0.5,5.0,3.0,49.0,5.0,1.0
1987,Masters,Carpet,M,0.0,,,,,0.0,,,,,2.5,5.5,22.5,2.0,0.5,3.0,11.0,25.0,1.0,1.0
1988,Key Biscayne,Hard,M,3.625,7.75,33.5,19.875,0.625,3.25,9.75,28.25,6.5,1.0,3.5,6.0,34.0,4.0,1.0,4.0,4.0,40.0,2.0,1.0
1988,Indian Wells,Hard,M,2.375,5.625,21.125,20.375,0.75,2.75,4.0,23.0,12.0,0.75,2.5,3.5,25.5,12.0,0.5,4.0,2.0,40.0,6.0,1.0
1988,Rome,Clay,M,2.25,5.625,21.625,23.375,0.75,2.5,6.5,21.5,20.75,0.25,2.0,6.0,18.0,13.5,1.0,5.0,2.0,46.0,1.0,1.0
1988,Montreal / Toronto,Hard,M,2.25,6.0,20.25,22.625,0.75,2.5,3.75,24.25,21.5,0.5,2.0,5.0,19.0,15.0,1.0,2.0,5.0,21.0,1.0,1.0
1988,Cincinnati,Hard,M,2.125,4.0,17.0,49.75,0.5,2.75,3.0,27.5,11.5,0.75,2.0,5.0,20.0,2.5,1.0,3.0,-1.0,35.0,2.0,1.0
1988,Roland Garros,Clay,G,4.125,6.375,40.375,12.625,0.375,3.25,7.5,33.5,12.25,0.75,4.0,8.0,39.0,8.5,1.0,3.0,11.0,27.0,3.0,1.0
1988,Wimbledon,Grass,G,3.75,6.0,40.5,16.0,0.75,3.25,7.5,32.0,4.75,0.5,4.5,3.5,44.5,5.5,0.5,4.0,5.0,41.0,3.0,1.0
1988,US Open,Hard,G,3.5,8.25,33.0,17.375,0.75,3.75,8.5,35.5,10.0,0.75,3.5,7.5,32.5,1.5,1.0,5.0,3.0,51.0,2.0,0.0
1988,Australian Open,Hard,G,3.375,8.25,31.5,34.75,0.75,3.25,8.0,31.5,3.25,1.0,5.0,7.0,44.0,5.0,0.0,5.0,6.0,52.0,3.0,1.0
1988,Masters,Carpet,M,0.0,,,,,0.0,,,,,2.0,3.0,24.0,3.0,1.0,5.0,1.0,55.0,4.0,0.0
1989,Key Biscayne,Hard,M,4.0,6.875,38.625,44.0,0.5,3.25,8.75,28.75,12.25,0.75,4.0,8.0,36.0,7.5,0.5,0.0,0.0,0.0,1.0,1.0
1989,Indian Wells,Hard,M,2.25,5.25,18.5,16.625,0.625,2.25,4.25,21.75,19.5,0.5,2.0,5.5,18.5,15.5,0.5,5.0,5.0,41.0,13.0,1.0
1989,Rome,Clay,M,2.125,4.875,19.375,57.25,0.375,2.25,7.0,20.5,45.25,0.75,2.0,5.5,18.5,15.0,1.0,5.0,3.0,47.0,25.0,0.0
1989,Montreal / Toronto,Hard,M,2.75,3.25,26.0,55.0,0.75,2.75,6.0,25.0,6.75,1.0,3.0,3.0,28.0,3.0,1.0,2.0,8.0,16.0,1.0,1.0
1989,Cincinnati,Hard,M,2.5,4.25,23.75,14.75,0.875,2.25,5.0,22.0,4.5,0.75,2.5,2.0,27.0,6.0,0.5,3.0,-1.0,31.0,9.0,0.0
1989,Roland Garros,Clay,G,4.375,5.0,40.75,15.75,0.75,3.25,7.5,31.0,12.75,0.75,4.5,5.0,46.0,11.0,0.5,5.0,6.0,44.0,19.0,0.0
1989,Wimbledon,Grass,G,3.375,5.375,33.375,21.25,0.875,3.25,7.75,32.25,3.5,0.75,4.0,3.0,45.0,2.5,0.5,3.0,9.0,29.0,2.0,1.0
1989,US Open,Hard,G,3.75,7.75,34.25,10.75,0.625,3.75,6.25,22.75,6.25,0.75,3.5,7.5,32.5,1.5,1.0,4.0,0.0,42.0,2.0,0.0
1989,Australian Open,Hard,G,3.25,8.625,30.125,56.5,0.625,2.5,6.5,24.0,28.75,0.5,3.5,8.0,35.0,7.5,1.0,3.0,12.0,24.0,2.0,1.0
1989,Masters,Carpet,M,0.0,,,,,0.0,,,,,2.0,3.5,22.5,2.5,0.5,4.0,7.0,39.0,3.0,0.0
1990,Paris Masters,Carpet,M,2.375,5.375,21.625,37.0,0.375,2.25,6.0,20.5,14.5,0.75,2.5,5.0,24.0,1.5,1.0,1.0,0.0,0.0,1.0,1.0
1990,Miami Masters,Hard,M,2.5,6.25,23.25,16.375,0.875,2.0,3.25,20.75,8.75,0.75,2.5,7.5,22.5,4.0,1.0,4.0,5.0,31.0,5.0,0.0
1990,Indian Wells Masters,Hard,M,2.25,4.875,21.125,15.5,0.875,2.0,7.0,18.0,8.75,0.75,2.0,7.0,17.0,5.5,0.5,4.0,2.0,48.0,3.0,1.0
1990,Monte Carlo Masters,Clay,M,2.25,5.375,21.875,42.0,0.625,2.5,4.5,25.5,53.25,0.5,2.5,5.5,23.5,25.0,0.5,3.0,8.0,30.0,20.0,1.0
1990,Hamburg Masters,Clay,M,2.25,4.75,21.0,37.875,0.5,2.25,5.75,19.75,37.75,0.25,2.5,3.0,26.0,14.5,1.0,3.0,12.0,26.0,26.0,0.0
1990,Rome Masters,Clay,M,2.125,5.5,20.25,24.875,0.5,2.25,6.25,20.25,11.75,1.0,3.0,1.5,35.5,16.0,0.0,3.0,13.0,23.0,17.0,0.0
1990,Canada Masters,Hard,M,2.375,5.75,21.5,25.75,1.0,2.5,3.25,26.75,26.25,0.5,3.0,2.5,29.5,19.5,0.5,3.0,2.0,32.0,24.0,0.0
1990,Cincinnati Masters,Hard,M,2.25,5.875,20.625,23.0,0.5,2.75,3.25,26.25,23.75,0.75,2.0,5.0,20.0,4.5,1.0,2.0,10.0,14.0,2.0,1.0
1990,Stockholm Masters,Carpet,M,2.25,4.375,22.375,21.75,0.5,2.5,5.0,23.5,10.5,1.0,2.0,4.5,20.5,1.5,1.0,3.0,11.0,25.0,2.0,0.0
1990,Roland Garros,Clay,G,3.375,5.75,31.75,41.75,0.625,3.75,7.5,34.5,11.25,1.0,3.5,8.0,33.0,6.0,1.0,4.0,3.0,37.0,7.0,0.0
1990,Wimbledon,Grass,G,3.625,5.875,37.875,40.5,0.875,3.75,6.5,37.0,11.0,1.0,3.5,7.5,35.5,2.5,0.5,5.0,4.0,44.0,3.0,0.0
1990,US Open,Hard,G,3.75,5.875,37.125,18.0,0.625,3.75,7.25,34.25,9.5,0.75,4.0,7.5,37.5,8.0,0.5,3.0,9.0,27.0,12.0,0.0
1990,Australian Open,Hard,G,3.625,6.875,29.375,29.0,0.625,3.25,7.75,31.25,8.0,0.75,3.0,12.5,23.5,2.0,1.0,3.0,0.0,0.0,1.0,1.0
1991,Paris Masters,Carpet,M,2.125,4.375,20.375,18.75,0.5,2.25,6.25,19.75,14.25,0.5,2.5,2.5,24.5,6.5,1.0,5.0,1.0,55.0,6.0,1.0
1991,Miami Masters,Hard,M,2.5,3.25,25.75,24.375,0.625,2.5,6.0,23.5,24.5,0.5,2.0,5.0,19.0,32.0,0.5,3.0,3.0,29.0,18.0,1.0
1991,Indian Wells Masters,Hard,M,2.625,3.75,24.25,22.0,0.875,2.5,5.0,21.5,13.75,0.75,2.0,5.5,18.5,15.5,0.0,5.0,3.0,51.0,26.0,0.0
1991,Monte Carlo Masters,Clay,M,2.375,7.0,19.75,29.25,0.75,2.0,6.0,19.0,22.25,0.75,2.0,6.5,17.5,8.5,1.0,4.0,2.0,48.0,15.0,0.0
1991,Hamburg Masters,Clay,M,2.25,5.375,19.875,38.125,0.625,2.25,4.0,16.5,22.75,0.5,3.0,0.0,29.0,23.5,0.5,5.0,3.0,43.0,26.0,0.0
1991,Rome Masters,Clay,M,2.5,6.0,23.0,41.25,0.5,2.0,5.0,20.5,38.0,0.5,2.0,7.0,17.0,60.5,0.5,3.0,0.0,0.0,16.0,1.0
1991,Canada Masters,Hard,M,2.5,3.375,23.875,43.875,0.625,2.5,3.5,27.0,20.25,0.75,2.5,2.5,27.5,36.0,0.0,3.0,2.0,28.0,32.0,1.0
1991,Cincinnati Masters,Hard,M,2.25,5.0,22.0,9.625,0.625,2.0,4.75,20.25,5.25,0.75,2.5,4.0,26.0,7.5,0.0,3.0,-1.0,31.0,7.0,1.0
1991,Stockholm Masters,Carpet,M,2.5,4.875,24.125,15.875,0.5,2.25,2.5,17.5,13.25,0.75,2.5,6.0,24.0,1.5,1.0,5.0,2.0,42.0,2.0,0.0
1991,Roland Garros,Clay,G,3.625,8.25,34.25,15.875,0.875,3.25,7.5,29.5,6.75,0.75,4.0,8.0,38.0,6.5,0.5,5.0,2.0,44.0,9.0,0.0
1991,Wimbledon,Grass,G,3.875,6.75,37.75,17.125,0.875,3.75,5.5,37.5,7.5,0.5,3.5,3.0,42.0,4.5,0.5,3.0,5.0,33.0,7.0,0.0
1991,US Open,Hard,G,3.625,6.125,35.375,36.0,0.875,3.75,6.25,37.25,46.0,0.75,3.0,9.0,27.0,3.5,1.0,3.0,12.0,24.0,2.0,1.0
1991,Australian Open,Hard,G,4.0,7.0,38.0,47.0,0.75,3.5,7.75,34.25,30.0,0.75,4.5,4.0,47.0,2.5,0.5,4.0,1.0,37.0,2.0,1.0
1992,Paris Masters,Carpet,M,2.125,4.875,21.625,26.375,0.75,1.75,3.0,19.0,18.75,0.5,2.0,6.5,18.5,11.5,0.5,4.0,4.0,40.0,9.0,1.0
1992,Miami Masters,Hard,M,2.375,4.875,23.375,27.0,0.875,2.75,4.75,29.25,13.75,0.75,2.0,4.5,21.5,16.5,0.0,2.0,4.0,24.0,9.0,1.0
1992,Indian Wells Masters,Hard,M,2.5,4.875,24.375,20.625,0.375,2.0,7.0,18.0,21.25,0.5,2.5,5.0,21.0,25.5,0.5,3.0,7.0,31.0,15.0,1.0
1992,Monte Carlo Masters,Clay,M,2.5,5.125,24.125,69.5,0.25,2.75,4.0,26.0,37.0,0.5,2.0,7.0,18.0,30.5,1.0,3.0,11.0,25.0,37.0,0.0
1992,Hamburg Masters,Clay,M,2.125,5.25,20.75,16.125,0.75,2.75,3.0,26.5,8.0,1.0,2.0,6.5,19.5,3.5,0.5,3.0,5.0,29.0,2.0,1.0
1992,Rome Masters,Clay,M,2.5,5.0,24.5,24.75,0.75,2.75,4.0,24.5,15.75,0.5,2.5,6.0,23.0,8.0,0.5,3.0,9.0,29.0,1.0,1.0
1992,Canada Masters,Hard,M,2.125,5.875,19.875,20.125,1.0,2.25,5.0,22.0,24.25,0.5,2.5,7.0,19.0,11.5,1.0,3.0,7.0,23.0,11.0,1.0
1992,Cincinnati Masters,Hard,M,2.125,4.125,19.625,30.625,0.625,2.0,6.75,17.75,5.25,1.0,2.0,7.0,17.0,7.0,0.0,3.0,3.0,27.0,3.0,1.0
1992,Stockholm Masters,Carpet,M,2.125,4.375,21.875,11.75,0.875,2.5,2.75,29.75,6.0,1.0,2.0,2.5,24.5,9.5,0.0,4.0,4.0,44.0,7.0,1.0
1992,Roland Garros,Clay,G,3.25,9.0,29.5,45.125,0.875,4.0,7.25,38.25,55.25,0.5,3.0,9.5,27.5,4.5,1.0,3.0,11.0,27.0,1.0,1.0
1992,Wimbledon,Grass,G,3.875,5.0,35.0,9.375,1.0,4.0,7.5,38.0,13.75,0.25,3.5,7.5,35.5,11.0,0.5,5.0,0.0,50.0,14.0,0.0
1992,US Open,Hard,G,4.25,5.0,40.25,7.125,1.0,4.25,7.25,40.75,2.5,1.0,4.5,6.0,46.0,2.5,0.5,4.0,4.0,40.0,2.0,1.0
1992,Australian Open,Hard,G,3.75,5.875,31.625,24.5,0.5,4.0,7.0,40.5,23.5,0.5,1.5,5.0,14.0,1.5,1.0,4.0,6.0,36.0,2.0,0.0
1993,Paris Masters,Carpet,M,2.5,4.125,26.625,10.0,0.75,2.75,3.0,29.0,11.75,0.25,3.0,-0.5,34.5,9.5,0.5,3.0,7.0,31.0,11.0,0.0
1993,Miami Masters,Hard,M,2.375,4.625,23.625,36.125,0.5,2.0,4.5,21.5,18.25,0.5,3.0,1.0,28.0,10.0,1.0,2.0,7.0,17.0,2.0,1.0
1993,Indian Wells Masters,Hard,M,2.25,4.875,22.625,18.125,0.875,2.25,5.75,21.75,11.25,1.0,2.0,4.0,21.0,9.0,1.0,3.0,11.0,25.0,1.0,1.0
1993,Monte Carlo Masters,Clay,M,2.375,6.875,19.875,30.625,0.625,2.0,5.75,18.75,15.0,1.0,2.5,1.0,25.0,22.5,0.0,2.0,7.0,19.0,16.0,1.0
1993,Hamburg Masters,Clay,M,2.625,3.625,24.625,43.375,0.375,2.5,6.0,24.0,48.0,0.25,2.5,3.0,28.0,42.5,1.0,4.0,5.0,45.0,11.0,1.0
1993,Rome Masters,Clay,M,2.125,4.875,20.375,23.0,0.625,2.25,5.25,22.25,4.75,1.0,2.5,7.0,24.0,4.0,0.5,3.0,13.0,23.0,2.0,1.0
1993,Canada Masters,Hard,M,2.125,5.875,20.625,32.5,0.375,2.25,6.0,20.5,40.25,0.5,2.0,4.0,22.0,57.5,0.5,3.0,2.0,28.0,95.0,0.0
1993,Cincinnati Masters,Hard,M,2.25,5.0,22.0,42.75,0.625,2.25,5.75,21.25,10.25,0.75,3.0,0.5,34.5,6.0,0.5,3.0,-2.0,28.0,9.0,0.0
1993,Stockholm Masters,Carpet,M,2.625,5.0,25.25,18.0,0.625,2.5,3.75,23.25,17.0,0.75,2.0,6.0,19.0,7.0,1.0,4.0,4.0,44.0,4.0,1.0
1993,Roland Garros,Clay,G,3.75,5.75,37.25,29.625,0.875,4.25,7.5,39.5,9.5,0.5,3.5,11.0,32.0,6.5,1.0,5.0,2.0,44.0,11.0,0.0
1993,Wimbledon,Grass,G,3.75,5.25,40.25,10.5,0.75,4.0,6.25,40.75,2.5,1.0,3.5,5.5,35.5,1.5,1.0,4.0,2.0,44.0,1.0,1.0
1993,US Open,Hard,G,3.75,6.125,37.875,17.75,0.75,4.0,6.5,39.0,13.75,0.5,3.5,9.5,33.5,8.0,1.0,3.0,7.0,29.0,2.0,1.0
1993,Australian Open,Hard,G,3.5,7.375,35.625,21.625,0.875,3.0,9.5,26.5,5.25,0.75,3.0,6.0,33.0,1.5,1.0,4.0,7.0,35.0,1.0,1.0
1994,Paris Masters,Carpet,M,2.0,3.625,18.875,7.875,0.875,2.25,2.25,26.25,9.25,0.25,2.5,4.0,26.0,11.5,0.0,4.0,6.0,40.0,7.0,1.0
1994,Miami Masters,Hard,M,2.25,5.875,21.375,36.25,0.625,2.5,4.5,22.5,20.75,0.75,2.0,4.5,20.5,16.0,1.0,3.0,4.0,30.0,1.0,1.0
1994,Indian Wells Masters,Hard,M,2.625,2.875,25.625,140.375,0.625,2.25,5.0,20.5,14.25,0.75,2.5,3.0,24.0,7.5,1.0,5.0,5.0,45.0,1.0,1.0
1994,Monte Carlo Masters,Clay,M,2.25,6.125,20.625,17.75,0.75,2.5,4.25,27.75,14.75,0.5,2.0,4.5,21.5,7.5,0.5,3.0,10.0,28.0,9.0,0.0
1994,Hamburg Masters,Clay,M,2.375,4.875,22.125,26.75,0.625,2.5,5.25,23.75,18.0,0.75,2.0,6.0,18.0,18.5,0.5,4.0,4.0,38.0,8.0,1.0
1994,Rome Masters,Clay,M,2.125,4.0,20.25,24.375,0.625,1.75,2.25,17.25,17.75,0.5,2.0,7.0,18.0,7.0,0.5,3.0,13.0,23.0,1.0,1.0
1994,Canada Masters,Hard,M,2.5,3.75,24.25,26.75,0.625,2.5,5.0,24.5,20.75,0.75,2.5,6.0,22.0,26.5,0.0,2.0,4.0,20.0,20.0,1.0
1994,Cincinnati Masters,Hard,M,2.25,5.5,21.25,36.375,0.5,2.5,2.5,19.0,20.25,0.75,2.0,5.0,20.0,5.5,1.0,2.0,6.0,20.0,7.0,0.0
1994,Stockholm Masters,Carpet,M,1.875,5.125,18.125,8.125,0.75,2.5,4.75,24.75,5.5,0.5,2.0,4.0,21.0,4.0,0.5,4.0,4.0,42.0,6.0,0.0
1994,Roland Garros,Clay,G,3.375,6.375,29.125,22.625,0.75,3.75,7.25,36.75,20.5,0.25,3.5,8.5,32.5,14.5,1.0,4.0,6.0,36.0,6.0,1.0
1994,Wimbledon,Grass,G,4.125,6.125,42.875,23.571428571428573,0.625,3.5,6.0,36.0,6.25,0.75,3.5,5.5,34.5,3.0,1.0,3.0,8.0,32.0,1.0,1.0
1994,US Open,Hard,G,3.875,5.5,35.75,29.75,0.625,4.0,6.75,40.75,22.25,0.5,3.5,7.0,35.0,12.0,0.5,3.0,8.0,32.0,20.0,0.0
1994,Australian Open,Hard,G,3.5,7.875,34.125,9.75,0.875,3.25,5.75,33.75,5.0,1.0,3.5,3.5,38.5,6.5,0.5,3.0,5.0,33.0,1.0,1.0
1995,Paris Masters,Carpet,M,2.375,2.375,22.625,17.75,0.75,2.25,4.75,22.25,6.25,0.75,2.5,5.5,21.5,3.5,1.0,3.0,5.0,33.0,2.0,1.0
1995,Miami Masters,Hard,M,2.375,4.875,23.375,32.125,0.75,2.5,5.5,22.5,15.75,1.0,3.0,5.0,29.0,1.5,1.0,3.0,2.0,30.0,2.0,0.0
1995,Indian Wells Masters,Hard,M,2.5,4.375,22.875,10.0,0.625,2.5,4.25,22.25,5.5,1.0,2.5,3.0,26.0,1.5,1.0,3.0,7.0,33.0,1.0,1.0
1995,Monte Carlo Masters,Clay,M,2.25,5.0,21.5,17.625,0.625,2.25,4.0,24.0,10.75,0.75,2.5,3.5,25.5,8.0,1.0,5.0,8.0,48.0,13.0,0.0
1995,Hamburg Masters,Clay,M,2.25,4.875,17.875,10.0,1.0,2.0,7.75,16.25,9.75,0.5,3.0,0.0,30.0,12.5,0.5,3.0,12.0,24.0,20.0,0.0
1995,Rome Masters,Clay,M,2.5,5.125,21.875,19.875,0.875,2.0,6.75,17.75,6.75,0.75,2.5,4.5,22.5,8.5,0.0,4.0,5.0,39.0,10.0,0.0
1995,Canada Masters,Hard,M,2.25,5.125,21.125,22.5,0.625,2.0,4.25,21.75,31.0,0.5,2.5,5.5,22.5,1.5,1.0,3.0,4.0,26.0,1.0,1.0
1995,Cincinnati Masters,Hard,M,2.375,4.25,23.75,12.625,0.875,2.75,4.25,27.75,6.75,0.5,2.5,4.5,24.5,3.0,1.0,2.0,6.0,20.0,1.0,1.0
1995,Essen Masters,Carpet,M,2.5,4.375,24.125,15.375,0.625,2.0,4.5,21.0,20.25,0.5,2.0,5.5,20.5,28.5,0.0,4.0,2.0,40.0,3.0,1.0
1995,Roland Garros,Clay,G,3.375,7.375,31.125,31.625,0.75,3.5,9.0,33.5,6.75,0.75,3.0,7.0,31.0,5.5,1.0,3.0,8.0,30.0,5.0,1.0
