year,tournament,surface,tourney_level,avg_sets_R16,avg_diff_games_R16,avg_tot_games_R16,avg_rank_R16,fave_ratio_R16,avg_sets_QF,avg_diff_games_QF,avg_tot_games_QF,avg_rank_QF,fave_ratio_QF,avg_sets_SF,avg_diff_games_SF,avg_tot_games_SF,avg_rank_SF,fave_ratio_SF,avg_sets_F,avg_diff_games_F,avg_tot_games_F,avg_rank_F,fave_ratio_F
2005,Miami Masters,Hard,M,2.375,4.625,24.375,22.625,0.625,2.0,6.75,17.75,21.5,0.5,2.0,5.0,19.0,16.0,1.0,5.0,4.0,50.0,1.0,1.0
2005,Indian Wells Masters,Hard,M,2.0,5.125,17.125,9.125,0.75,1.75,4.0,18.0,5.0,0.75,2.5,4.5,27.5,1.5,1.0,3.0,8.0,28.0,1.0,1.0
2005,Monte Carlo Masters,Clay,M,2.375,5.25,20.5,33.5,0.75,2.5,5.5,23.5,49.0,0.25,2.5,5.0,26.0,13.0,1.0,4.0,4.0,34.0,17.0,0.0
2005,Hamburg Masters,Clay,M,2.375,5.125,21.125,42.125,0.375,2.25,5.25,21.25,36.25,0.75,2.0,7.5,16.5,28.5,1.0,3.0,6.0,34.0,1.0,1.0
2005,Rome Masters,Clay,M,2.375,6.0,21.75,26.375,0.5,2.75,5.0,25.0,13.0,1.0,2.5,2.5,28.5,9.0,0.5,5.0,1.0,51.0,7.0,1.0
2005,Canada Masters,Hard,M,2.25,5.0,21.0,25.125,0.625,2.0,6.75,17.25,28.0,0.5,2.0,4.0,21.0,4.5,1.0,3.0,5.0,27.0,2.0,1.0
2005,Cincinnati Masters,Hard,M,2.125,5.875,19.875,19.5,0.875,2.25,5.0,20.0,16.75,0.75,2.5,2.5,27.5,3.0,0.5,2.0,5.0,21.0,1.0,1.0
2005,Roland Garros,Clay,G,3.625,5.375,33.875,24.0,0.5,4.0,6.75,35.75,13.75,0.75,4.5,3.5,43.5,21.0,0.0,4.0,9.0,41.0,5.0,1.0
2005,Wimbledon,Grass,G,3.375,6.5,34.75,16.5,0.875,3.5,6.75,34.75,7.25,0.75,3.5,5.5,39.5,2.5,1.0,3.0,7.0,31.0,1.0,1.0
2005,US Open,Hard,G,4.125,6.875,40.125,22.875,0.625,4.5,5.5,41.0,14.5,0.75,4.5,4.5,45.5,4.0,1.0,4.0,5.0,37.0,1.0,1.0
2005,Australian Open,Hard,G,3.625,6.0,37.5,10.0,0.75,3.5,4.5,26.5,2.5,1.0,4.5,2.5,52.5,3.5,0.0,4.0,2.0,36.0,4.0,0.0
2006,Madrid Masters,Hard,M,2.0,3.0,20.25,17.625,0.625,2.5,3.0,29.0,6.5,0.75,2.0,8.0,16.0,5.5,1.0,3.0,13.0,25.0,1.0,1.0
2006,Paris Masters,Carpet,M,1.875,5.125,17.625,15.875,0.625,2.75,2.5,27.5,13.0,0.75,2.5,2.5,14.5,16.0,0.5,3.0,13.0,23.0,5.0,1.0
2006,Miami Masters,Hard,M,2.5,5.0,24.0,15.25,0.75,2.25,4.5,22.5,5.25,0.75,2.0,8.0,16.0,3.5,0.5,3.0,3.0,39.0,1.0,1.0
2006,Indian Wells Masters,Hard,M,2.25,5.0,19.0,20.125,0.625,2.25,5.5,21.5,19.5,0.75,2.0,6.0,19.0,7.5,0.5,3.0,11.0,27.0,1.0,1.0
2006,Monte Carlo Masters,Clay,M,2.375,5.25,20.25,10.0,0.875,2.0,8.0,16.5,8.0,0.75,2.5,7.0,22.0,1.5,1.0,4.0,7.0,43.0,2.0,0.0
2006,Hamburg Masters,Clay,M,2.25,5.375,21.125,23.75,0.5,2.5,4.5,26.5,17.75,0.75,2.0,3.5,22.5,14.0,1.0,3.0,11.0,25.0,12.0,1.0
2006,Rome Masters,Clay,M,2.0,4.875,18.625,15.5,0.875,2.25,5.5,22.0,10.25,0.75,2.5,4.5,23.5,1.5,1.0,5.0,-1.0,57.0,2.0,0.0
2006,Canada Masters,Hard,M,2.625,4.75,25.5,24.375,0.5,2.5,5.25,25.75,24.75,0.5,2.5,6.0,24.0,26.0,0.5,3.0,3.0,25.0,1.0,1.0
2006,Cincinnati Masters,Hard,M,2.125,3.875,22.375,13.125,0.75,2.0,4.5,21.0,15.75,0.5,2.0,5.5,18.5,21.5,0.5,2.0,5.0,19.0,12.0,1.0
2006,Roland Garros,Clay,G,3.375,5.125,31.375,23.25,0.625,3.0,5.5,22.5,2.5,1.0,3.0,3.5,15.5,1.5,1.0,4.0,3.0,37.0,2.0,0.0
2006,Wimbledon,Grass,G,4.125,4.875,43.375,16.0,0.875,3.75,5.5,39.5,19.5,0.5,3.0,12.0,25.0,1.5,1.0,4.0,9.0,41.0,1.0,1.0
2006,US Open,Hard,G,3.625,8.0,33.25,14.125,0.875,4.0,6.5,41.5,17.75,0.75,3.5,9.0,35.0,5.5,1.0,4.0,9.0,37.0,1.0,1.0
2006,Australian Open,Hard,G,3.75,6.75,34.75,23.75,0.75,4.25,4.75,41.75,21.0,0.75,4.5,6.5,42.5,27.5,0.5,4.0,10.0,38.0,1.0,1.0
2007,Madrid Masters,Hard,M,2.125,4.75,20.75,30.0,0.75,2.0,5.5,20.0,35.25,0.5,2.0,3.5,21.5,13.0,0.5,3.0,1.0,25.0,25.0,0.0
2007,Paris Masters,Hard,M,2.125,4.5,20.5,12.75,0.5,2.5,3.25,24.25,14.5,0.25,2.5,4.5,23.5,11.5,0.5,2.0,8.0,16.0,21.0,0.0
2007,Miami Masters,Hard,M,2.375,3.875,24.125,15.0,0.875,1.75,4.0,15.0,21.0,0.25,2.0,8.5,16.5,32.5,0.5,3.0,9.0,27.0,10.0,1.0
2007,Indian Wells Masters,Hard,M,2.25,5.0,20.25,11.875,0.75,2.25,3.0,25.0,8.0,0.75,2.0,6.0,18.0,7.5,1.0,2.0,6.0,20.0,2.0,1.0
2007,Monte Carlo Masters,Clay,M,2.375,4.5,23.75,19.5,0.625,2.5,6.5,23.0,9.5,0.75,2.0,6.5,18.5,1.5,1.0,2.0,4.0,20.0,2.0,0.0
2007,Hamburg Masters,Clay,M,2.5,4.0,22.75,17.125,0.5,2.5,3.5,25.5,15.0,0.75,3.0,2.5,28.5,1.5,1.0,3.0,6.0,22.0,1.0,1.0
2007,Rome Masters,Clay,M,2.25,6.625,20.375,14.0,0.75,2.25,5.0,19.5,16.25,0.75,2.5,5.5,25.5,4.0,1.0,2.0,8.0,16.0,2.0,1.0
2007,Canada Masters,Hard,M,2.5,5.0,23.5,23.375,0.75,2.25,4.25,22.75,16.75,0.5,2.0,5.0,21.0,2.5,0.5,3.0,-2.0,34.0,4.0,0.0
2007,Cincinnati Masters,Hard,M,2.125,5.0,21.25,20.625,0.625,2.5,4.5,23.5,8.5,0.75,2.5,4.5,26.5,4.5,0.5,2.0,7.0,17.0,1.0,1.0
2007,Roland Garros,Clay,G,3.25,7.375,31.875,24.375,0.875,3.25,8.0,29.5,3.25,1.0,3.0,6.0,34.0,1.5,1.0,4.0,6.0,38.0,2.0,0.0
2007,Wimbledon,Grass,G,3.125,5.875,32.125,8.75,0.875,4.25,3.5,47.5,5.5,0.75,3.0,3.5,15.5,1.5,1.0,5.0,0.0,52.0,1.0,1.0
2007,US Open,Hard,G,3.875,5.0,36.25,9.625,0.75,3.0,7.75,30.25,5.75,1.0,3.0,8.0,30.0,2.0,1.0,3.0,4.0,36.0,1.0,1.0
2007,Australian Open,Hard,G,4.0,6.125,39.375,10.25,0.625,3.5,7.0,32.0,7.25,0.5,3.0,12.5,23.5,5.0,1.0,3.0,5.0,33.0,1.0,1.0
2008,Madrid Masters,Hard,M,2.25,4.0,23.5,13.875,0.5,2.25,4.5,22.5,5.75,1.0,3.0,1.0,32.0,10.0,0.0,2.0,3.0,23.0,4.0,1.0
2008,Paris Masters,Hard,M,2.125,5.375,19.375,6.625,0.875,1.5,1.25,14.25,9.75,0.0,2.5,5.0,24.0,11.0,0.0,3.0,3.0,29.0,14.0,0.0
2008,Miami Masters,Hard,M,2.375,4.875,22.625,13.125,0.75,2.5,5.0,23.0,5.5,0.75,2.0,5.0,21.0,3.0,1.0,2.0,6.0,18.0,4.0,0.0
2008,Indian Wells Masters,Hard,M,2.5,4.25,25.0,23.875,0.625,2.0,2.5,21.5,26.0,0.75,2.0,7.0,17.0,50.5,0.0,3.0,5.0,29.0,3.0,1.0
2008,Monte Carlo Masters,Clay,M,2.375,5.625,21.125,13.0,0.75,2.5,6.0,23.5,2.5,1.0,2.0,3.5,8.5,1.5,1.0,2.0,4.0,24.0,2.0,0.0
2008,Hamburg Masters,Clay,M,2.125,6.75,19.5,26.0,0.5,2.25,6.0,21.0,12.25,0.75,2.5,5.0,22.0,1.5,1.0,3.0,4.0,34.0,2.0,0.0
2008,Rome Masters,Clay,M,2.25,2.875,22.375,13.25,0.625,2.5,2.25,22.75,15.0,0.5,1.5,0.0,0.0,13.5,0.5,3.0,4.0,28.0,3.0,1.0
2008,Canada Masters,Hard,M,2.5,3.625,23.625,17.125,0.625,2.5,6.25,22.75,17.5,0.5,2.5,3.5,28.5,19.5,0.5,2.0,7.0,17.0,2.0,1.0
2008,Cincinnati Masters,Hard,M,2.375,3.25,25.0,32.0,0.5,2.25,4.25,22.25,9.0,1.0,2.0,5.5,19.5,6.0,0.5,2.0,2.0,26.0,9.0,0.0
2008,Roland Garros,Clay,G,3.375,7.0,33.25,24.375,0.75,3.5,8.25,31.75,16.25,0.75,3.5,7.0,36.0,1.5,1.0,3.0,14.0,22.0,2.0,0.0
2008,Wimbledon,Grass,G,4.0,5.375,41.875,50.75,0.25,3.75,6.0,40.0,43.0,0.75,3.0,7.0,31.0,1.5,1.0,5.0,4.0,62.0,2.0,0.0
2008,US Open,Hard,G,3.75,7.375,36.375,25.25,0.75,3.75,4.75,39.25,3.0,1.0,4.0,6.0,41.0,4.0,0.5,3.0,10.0,28.0,2.0,1.0
2008,Australian Open,Hard,G,3.25,5.625,30.625,13.0,0.75,3.0,8.75,30.25,11.0,0.75,3.0,8.5,29.5,20.5,0.0,4.0,4.0,42.0,3.0,1.0
2009,Madrid Masters,Clay,M,1.75,3.375,16.875,10.375,0.875,2.25,4.5,24.0,3.0,0.75,2.5,2.0,27.0,1.5,1.0,2.0,4.0,20.0,2.0,0.0
2009,Paris Masters,Hard,M,2.5,3.25,20.5,9.0,0.625,2.25,1.25,19.75,8.75,0.5,2.5,4.5,24.5,9.5,0.0,3.0,3.0,33.0,3.0,1.0
2009,Miami Masters,Hard,M,2.125,6.375,19.875,5.375,0.875,2.5,4.25,23.75,4.0,0.75,3.0,5.5,26.5,3.5,0.5,2.0,6.0,20.0,4.0,0.0
2009,Indian Wells Masters,Hard,M,2.625,2.25,25.25,13.375,0.875,2.0,5.0,20.5,3.5,0.75,2.5,4.5,24.5,2.5,0.5,2.0,9.0,15.0,1.0,1.0
2009,Monte Carlo Masters,Clay,M,2.375,5.5,23.25,24.5,0.625,2.25,5.0,21.5,6.0,1.0,2.5,5.5,23.5,2.0,1.0,3.0,4.0,24.0,1.0,1.0
2009,Rome Masters,Clay,M,2.25,6.375,20.375,20.75,0.75,2.25,4.25,21.25,4.75,1.0,2.5,5.0,23.0,2.0,0.5,2.0,5.0,21.0,1.0,1.0
2009,Canada Masters,Hard,M,2.25,4.375,22.625,4.5,1.0,2.25,3.0,23.5,5.25,0.25,2.5,3.5,26.5,4.5,0.5,3.0,5.0,33.0,3.0,1.0
2009,Cincinnati Masters,Hard,M,2.5,4.125,24.375,16.75,0.625,2.25,4.75,22.25,2.5,1.0,2.0,6.0,19.0,2.5,0.5,2.0,7.0,19.0,1.0,1.0
2009,Shanghai Masters,Hard,M,2.25,4.125,15.625,16.125,0.75,2.5,3.75,17.75,13.75,0.75,2.5,0.5,16.5,5.0,0.5,2.0,4.0,22.0,8.0,0.0
2009,Roland Garros,Clay,G,3.625,8.5,35.5,10.625,0.625,3.25,9.25,28.75,11.0,0.5,5.0,2.0,50.0,13.5,0.5,3.0,8.0,30.0,2.0,1.0
2009,Wimbledon,Grass,G,3.625,6.0,36.5,26.375,0.5,3.75,5.5,40.5,11.25,0.75,3.5,4.0,40.0,4.0,0.5,5.0,-1.0,77.0,2.0,1.0
2009,US Open,Hard,G,3.375,7.125,28.375,8.0,0.625,3.75,7.25,36.75,3.5,1.0,3.0,8.5,30.5,3.5,0.5,5.0,1.0,53.0,6.0,0.0
2009,Australian Open,Hard,G,3.75,5.625,32.625,6.375,0.875,3.5,7.0,23.0,6.75,0.5,4.0,5.5,45.5,1.5,1.0,5.0,1.0,51.0,1.0,1.0
2010,Madrid Masters,Clay,M,2.0,6.0,19.0,17.125,0.5,2.25,6.25,19.75,12.75,0.5,3.0,4.0,28.0,2.0,1.0,2.0,3.0,23.0,3.0,0.0
2010,Paris Masters,Hard,M,2.5,3.25,26.5,11.25,0.5,2.25,5.0,21.5,13.75,0.5,3.0,1.5,38.5,9.5,0.5,2.0,6.0,20.0,5.0,1.0
2010,Miami Masters,Hard,M,2.375,3.625,22.375,14.25,0.625,2.25,5.25,21.25,9.75,0.75,2.5,6.0,22.0,14.0,0.0,2.0,4.0,22.0,8.0,1.0
2010,Indian Wells Masters,Hard,M,2.375,3.375,20.125,15.375,0.875,2.25,5.25,22.25,11.0,0.75,3.0,1.0,30.0,17.0,0.0,2.0,2.0,26.0,26.0,0.0
2010,Monte Carlo Masters,Clay,M,2.25,5.625,20.875,33.25,0.5,2.25,6.0,22.0,8.5,1.0,2.0,7.5,16.5,7.5,0.5,2.0,11.0,13.0,3.0,1.0
2010,Rome Masters,Clay,M,1.875,4.125,18.125,17.75,0.625,2.25,5.0,21.5,17.25,0.25,2.5,3.0,25.0,10.0,0.5,2.0,6.0,20.0,3.0,1.0
2010,Canada Masters,Hard,M,2.5,4.75,24.0,21.375,0.75,2.5,4.75,23.75,2.5,1.0,2.5,4.5,23.5,3.5,0.0,2.0,4.0,24.0,4.0,0.0
2010,Cincinnati Masters,Hard,M,2.25,3.25,24.25,10.625,0.75,2.5,3.75,26.75,17.75,0.25,2.5,4.5,24.5,19.0,0.5,3.0,2.0,36.0,2.0,1.0
2010,Shanghai Masters,Hard,M,2.125,6.0,19.5,14.375,0.75,2.25,7.5,20.0,12.5,0.75,2.0,5.5,19.5,3.5,0.5,2.0,7.0,17.0,4.0,0.0
2010,Roland Garros,Clay,G,3.125,6.75,28.25,11.5,0.625,3.75,5.0,37.0,13.25,0.25,4.0,6.0,39.0,4.5,1.0,3.0,8.0,28.0,2.0,1.0
2010,Wimbledon,Grass,G,3.875,6.125,39.375,15.125,0.875,3.75,7.75,35.25,5.25,0.75,3.0,6.0,32.0,7.0,0.5,3.0,7.0,31.0,1.0,1.0
2010,US Open,Hard,G,3.75,6.25,38.75,9.875,0.875,3.5,6.0,35.0,5.0,1.0,4.0,8.0,39.0,2.0,0.5,4.0,6.0,40.0,1.0,1.0
2010,Australian Open,Hard,G,4.125,6.125,42.125,5.875,0.875,4.25,2.5,33.0,7.25,0.25,3.5,8.0,31.0,2.5,1.0,3.0,6.0,32.0,1.0,1.0
2011,Madrid Masters,Clay,M,1.875,3.75,18.75,10.875,0.875,2.25,4.5,22.5,10.5,0.75,3.0,5.5,27.5,1.5,1.0,2.0,4.0,22.0,2.0,0.0
2011,Paris Masters,Hard,M,2.25,5.25,17.0,10.875,0.75,2.0,2.25,20.25,11.0,0.25,2.5,2.0,27.0,6.0,1.0,2.0,6.0,20.0,4.0,1.0
2011,Miami Masters,Hard,M,2.25,5.375,21.375,12.625,0.875,2.0,4.0,16.0,5.25,0.75,2.0,7.5,16.5,1.5,1.0,3.0,2.0,32.0,2.0,0.0
2011,Indian Wells Masters,Hard,M,2.125,4.875,21.375,49.75,0.375,1.75,3.75,17.25,24.0,0.75,2.5,4.0,23.0,2.0,0.5,3.0,5.0,27.0,3.0,0.0
2011,Monte Carlo Masters,Clay,M,2.0,5.375,15.875,20.125,0.75,2.0,6.75,17.25,5.0,0.75,2.5,5.0,21.0,3.5,1.0,2.0,4.0,22.0,1.0,1.0
2011,Rome Masters,Clay,M,2.375,4.625,23.625,10.75,0.75,2.5,6.5,20.0,5.75,0.75,2.5,5.0,24.0,1.5,1.0,2.0,4.0,20.0,2.0,0.0
2011,Canada Masters,Hard,M,2.5,3.625,25.625,11.5,0.875,2.25,6.25,20.75,12.25,0.5,2.0,2.5,9.5,4.5,1.0,3.0,3.0,27.0,1.0,1.0
2011,Cincinnati Masters,Hard,M,2.25,5.375,22.875,5.75,0.875,2.25,4.5,21.5,5.25,0.5,1.5,2.0,11.0,2.5,1.0,2.0,0.0,0.0,4.0,0.0
2011,Shanghai Masters,Hard,M,2.625,3.5,25.25,33.0,0.5,2.25,5.5,22.0,21.0,0.5,2.5,7.0,23.0,4.5,1.0,2.0,4.0,22.0,4.0,1.0
2011,Roland Garros,Clay,G,4.0,4.875,40.125,13.375,0.75,2.25,5.25,23.75,2.5,1.0,3.5,4.0,38.0,2.0,0.5,4.0,6.0,44.0,1.0,1.0
2011,Wimbledon,Grass,G,3.5,5.875,36.875,30.0,0.625,4.0,5.25,39.75,6.5,0.75,4.0,7.5,40.5,1.5,1.0,4.0,5.0,33.0,2.0,0.0
2011,US Open,Hard,G,3.625,7.25,35.75,10.5,0.625,3.5,5.5,24.0,2.5,1.0,4.5,6.5,43.5,1.5,1.0,4.0,10.0,38.0,1.0,1.0
2011,Australian Open,Hard,G,3.5,8.5,30.5,11.125,0.75,3.25,9.5,30.5,4.25,0.75,3.5,5.0,39.0,4.0,0.5,3.0,9.0,27.0,3.0,1.0
2012,Madrid Masters,Clay,M,2.5,3.875,25.375,9.375,0.75,2.0,5.5,19.0,7.25,0.75,2.0,4.5,21.5,5.0,1.0,3.0,1.0,33.0,3.0,1.0
2012,Paris Masters,Hard,M,2.25,2.875,22.375,32.5,0.5,2.25,3.5,15.5,53.75,0.25,2.0,4.5,21.5,37.0,0.5,2.0,5.0,19.0,5.0,1.0
2012,Miami Masters,Hard,M,2.125,5.625,20.625,7.0,1.0,2.5,5.0,24.0,7.0,0.75,1.0,3.5,9.5,2.5,0.5,2.0,6.0,20.0,1.0,1.0
2012,Indian Wells Masters,Hard,M,2.625,5.0,25.75,15.625,0.75,2.5,3.5,24.0,4.25,1.0,2.5,2.0,27.0,7.0,0.0,2.0,4.0,22.0,3.0,1.0
2012,Monte Carlo Masters,Clay,M,2.25,5.25,18.0,14.375,0.625,2.25,5.0,23.0,6.25,0.5,2.5,5.0,23.0,1.5,1.0,2.0,8.0,16.0,2.0,0.0
2012,Rome Masters,Clay,M,2.5,5.875,24.375,9.5,0.75,2.0,6.0,19.5,3.0,1.0,2.0,6.0,20.0,2.0,1.0,2.0,5.0,21.0,3.0,0.0
2012,Canada Masters,Hard,M,2.125,4.0,19.5,16.5,0.625,2.5,4.25,24.25,10.75,0.75,2.0,5.5,19.5,11.5,0.5,2.0,7.0,17.0,2.0,1.0
2012,Cincinnati Masters,Hard,M,2.125,3.875,18.625,16.25,0.625,2.25,4.5,21.5,9.5,0.75,2.0,5.5,19.5,1.5,1.0,2.0,7.0,19.0,1.0,1.0
2012,Shanghai Masters,Hard,M,2.5,5.875,23.625,12.125,0.75,2.25,5.0,21.5,3.25,0.75,2.0,4.5,19.5,2.5,0.5,3.0,2.0,34.0,2.0,1.0
2012,Roland Garros,Clay,G,3.875,6.5,36.5,5.375,0.75,4.25,8.0,41.5,3.0,0.75,3.0,10.0,27.0,1.5,1.0,4.0,3.0,39.0,2.0,0.0
2012,Wimbledon,Grass,G,3.625,7.75,35.0,13.875,0.875,3.5,7.25,35.75,3.5,1.0,4.0,4.5,38.5,3.5,0.5,4.0,5.0,41.0,3.0,1.0
2012,US Open,Hard,G,2.75,5.625,24.375,6.125,1.0,4.0,5.0,40.0,4.5,0.75,4.0,7.5,36.5,3.0,1.0,5.0,0.0,50.0,4.0,0.0
2012,Australian Open,Hard,G,3.5,6.625,28.875,7.375,0.875,3.25,8.25,31.75,2.5,1.0,4.5,6.0,47.0,1.5,1.0,5.0,5.0,55.0,1.0,1.0
2013,Madrid Masters,Clay,M,2.5,2.625,22.875,21.25,0.75,2.5,4.5,26.0,34.75,0.0,2.5,5.5,22.5,10.0,0.5,2.0,6.0,18.0,5.0,1.0
2013,Paris Masters,Hard,M,2.25,5.375,21.375,5.25,1.0,2.5,5.25,23.25,3.0,0.75,2.5,5.0,24.0,2.5,0.5,2.0,4.0,24.0,2.0,1.0
2013,Miami Masters,Hard,M,2.375,5.125,23.125,13.5,0.625,2.25,6.5,19.5,9.0,0.5,3.0,6.5,27.5,4.0,1.0,3.0,-1.0,31.0,3.0,1.0
2013,Indian Wells Masters,Hard,M,2.5,4.25,25.0,8.625,0.875,2.25,6.25,20.75,4.75,0.5,2.5,3.0,26.0,6.0,0.5,3.0,3.0,29.0,5.0,1.0
2013,Monte Carlo Masters,Clay,M,2.25,5.875,20.625,19.375,0.5,2.5,3.25,23.25,11.5,0.75,2.0,6.5,18.5,3.0,1.0,2.0,5.0,21.0,1.0,1.0
2013,Rome Masters,Clay,M,2.125,2.875,20.625,14.5,0.625,2.5,4.5,23.5,12.5,0.5,2.0,4.5,20.5,4.0,1.0,2.0,8.0,16.0,5.0,0.0
2013,Canada Masters,Hard,M,2.5,2.5,25.5,32.125,0.5,2.0,4.0,16.5,22.25,0.75,3.0,-1.0,31.0,8.5,0.5,2.0,8.0,16.0,4.0,1.0
2013,Cincinnati Masters,Hard,M,2.375,5.125,21.125,11.25,0.75,2.75,3.0,27.5,9.5,0.5,2.5,3.0,30.0,12.5,0.5,2.0,2.0,26.0,3.0,1.0
2013,Shanghai Masters,Hard,M,2.0,4.25,20.75,16.625,0.625,2.25,6.0,21.5,4.25,1.0,2.0,6.0,19.0,3.5,0.5,3.0,3.0,29.0,2.0,1.0
2013,Roland Garros,Clay,G,3.875,7.625,36.375,9.875,0.75,3.0,10.0,27.5,4.5,0.75,4.0,7.5,41.5,4.5,0.5,3.0,10.0,26.0,4.0,1.0
2013,Wimbledon,Grass,G,3.75,5.625,38.375,28.375,0.875,3.5,5.75,35.75,8.25,0.75,4.5,4.5,49.5,1.5,1.0,3.0,6.0,32.0,2.0,0.0
2013,US Open,Hard,G,4.0,6.0,41.0,9.375,0.75,3.75,9.5,31.0,5.5,0.5,4.0,3.0,40.0,1.5,1.0,4.0,8.0,34.0,2.0,0.0
2013,Australian Open,Hard,G,3.375,6.5,31.0,9.0,0.75,4.25,6.0,41.5,2.75,1.0,4.0,10.0,38.0,2.0,0.5,4.0,7.0,43.0,1.0,1.0
2014,Madrid Masters,Clay,M,1.875,4.375,17.875,20.5,0.75,2.0,4.75,19.75,15.75,1.0,2.5,3.5,26.5,6.5,0.5,3.0,0.0,0.0,1.0,1.0
2014,Paris Masters,Hard,M,2.25,4.75,23.25,7.125,0.875,2.5,3.0,27.5,5.75,0.5,2.5,4.5,23.5,5.5,0.5,2.0,7.0,17.0,1.0,1.0
2014,Miami Masters,Hard,M,2.25,5.125,21.125,9.625,0.75,2.5,3.25,25.75,7.75,0.75,0.0,0.0,0.0,1.5,1.0,2.0,6.0,18.0,2.0,0.0
2014,Indian Wells Masters,Hard,M,2.625,3.375,25.875,21.25,0.5,2.0,5.5,20.0,13.5,0.75,2.5,7.0,24.0,5.0,1.0,3.0,1.0,31.0,2.0,1.0
2014,Monte Carlo Masters,Clay,M,2.0,6.25,17.0,9.5,0.875,2.5,4.0,24.5,3.75,0.75,2.0,6.0,20.0,3.5,0.5,3.0,3.0,31.0,3.0,1.0
2014,Rome Masters,Clay,M,2.5,5.875,23.875,13.25,0.625,2.5,2.0,22.0,6.75,1.0,2.5,5.5,25.5,1.5,1.0,3.0,4.0,28.0,2.0,0.0
2014,Canada Masters,Hard,M,2.375,2.625,24.125,11.75,0.625,3.0,2.5,32.5,12.75,0.5,2.0,5.0,19.0,9.0,0.5,2.0,3.0,25.0,15.0,0.0
2014,Cincinnati Masters,Hard,M,2.625,4.625,26.375,13.875,0.875,2.5,5.5,21.0,14.25,0.75,2.0,7.0,17.0,4.5,1.0,3.0,2.0,24.0,3.0,1.0
2014,Shanghai Masters,Hard,M,2.375,5.125,21.625,16.375,0.875,2.5,5.0,24.5,13.5,0.75,2.0,4.5,20.5,16.0,0.0,2.0,2.0,26.0,3.0,1.0
