year,tournament,surface,tourney_level,avg_sets_R16,avg_diff_games_R16,avg_tot_games_R16,avg_rank_R16,fave_ratio_R16,avg_sets_QF,avg_diff_games_QF,avg_tot_games_QF,avg_rank_QF,fave_ratio_QF,avg_sets_SF,avg_diff_games_SF,avg_tot_games_SF,avg_rank_SF,fave_ratio_SF,avg_sets_F,avg_diff_games_F,avg_tot_games_F,avg_rank_F,fave_ratio_F
2014,Roland Garros,Clay,G,3.375,9.125,31.875,9.5,0.875,3.75,7.75,33.75,7.0,0.75,3.5,9.0,30.0,1.5,1.0,4.0,5.0,39.0,1.0,1.0
2014,Wimbledon,Grass,G,3.25,6.0,34.5,26.125,0.875,4.0,6.75,39.75,7.0,0.5,3.5,3.5,37.5,3.0,1.0,5.0,2.0,58.0,2.0,1.0
2014,US Open,Hard,G,3.625,6.0,38.25,9.375,0.75,4.25,4.25,45.25,7.75,0.5,3.5,4.0,34.0,13.5,0.0,3.0,9.0,27.0,16.0,0.0
2014,Australian Open,Hard,G,3.375,8.5,33.0,6.625,1.0,4.25,4.0,42.5,5.5,0.25,3.5,5.5,39.5,4.5,0.5,4.0,7.0,35.0,8.0,0.0
2015,Madrid Masters,Clay,M,2.375,5.375,22.625,7.75,0.875,2.25,3.5,23.5,4.75,1.0,2.0,5.5,19.5,3.5,1.0,2.0,7.0,17.0,3.0,1.0
2015,Paris Masters,Hard,M,2.375,4.125,21.375,6.125,0.75,2.5,2.75,28.25,4.0,1.0,2.5,5.5,21.5,2.0,1.0,2.0,6.0,18.0,1.0,1.0
2015,Miami Masters,Hard,M,2.5,4.125,23.125,18.5,0.625,2.25,4.5,22.0,9.5,0.75,2.0,4.5,20.5,2.5,1.0,3.0,5.0,29.0,1.0,1.0
2015,Indian Wells Masters,Hard,M,2.25,4.75,21.75,9.0,0.875,1.75,3.5,17.5,3.25,0.75,2.0,5.5,19.5,1.5,1.0,3.0,6.0,30.0,1.0,1.0
2015,Monte Carlo Masters,Clay,M,2.375,5.0,23.25,8.25,0.75,2.0,5.25,15.25,8.0,0.5,2.0,6.5,17.5,4.5,1.0,3.0,3.0,31.0,1.0,1.0
2015,Rome Masters,Clay,M,2.0,3.875,19.875,7.25,0.875,2.5,5.25,22.75,5.0,0.75,2.0,5.0,19.0,1.5,1.0,2.0,5.0,19.0,1.0,1.0
2015,Canada Masters,Hard,M,2.125,5.0,20.75,23.625,0.75,2.5,3.75,27.25,14.25,0.75,2.0,6.5,17.5,2.0,1.0,3.0,3.0,29.0,3.0,0.0
2015,Cincinnati Masters,Hard,M,2.625,4.0,26.5,14.875,0.625,2.25,5.75,20.25,18.0,0.75,2.5,3.0,27.0,2.0,0.5,2.0,4.0,22.0,3.0,0.0
2015,Shanghai Masters,Hard,M,2.5,4.0,27.25,8.0,0.75,2.25,6.0,21.5,6.25,0.5,2.5,3.0,22.0,8.0,0.5,2.0,6.0,18.0,1.0,1.0
2015,Roland Garros,Clay,G,3.5,9.375,31.125,6.25,0.875,3.75,7.25,36.25,7.0,0.5,4.5,6.0,47.0,5.0,1.0,4.0,5.0,39.0,9.0,0.0
2015,Wimbledon,Grass,G,3.875,6.5,40.5,13.5,0.75,3.5,5.5,37.5,6.5,0.75,3.0,5.5,33.5,1.5,1.0,4.0,5.0,45.0,1.0,1.0
2015,US Open,Hard,G,3.625,5.375,36.125,10.0,0.75,3.75,7.25,35.25,4.25,1.0,3.0,12.5,23.5,1.5,1.0,4.0,4.0,42.0,1.0,1.0
2015,Australian Open,Hard,G,3.75,6.0,39.75,10.875,0.875,3.0,7.75,30.25,4.5,0.75,4.5,7.0,44.0,3.5,1.0,4.0,9.0,41.0,1.0,1.0
2016,Paris Masters,Hard,M,2.625,4.375,24.625,11.625,0.75,2.25,3.0,25.5,11.0,0.5,1.0,2.5,9.5,14.5,0.5,3.0,4.0,32.0,2.0,1.0
2016,Monte Carlo Masters,Clay,M,2.25,4.75,22.0,14.75,0.875,2.25,6.5,19.5,8.0,0.5,2.5,5.0,21.0,10.5,0.0,3.0,6.0,30.0,5.0,1.0
2016,Canada Masters,Hard,M,2.375,4.125,23.625,14.375,0.625,2.25,4.75,21.25,6.5,0.75,2.0,6.5,18.5,3.5,0.5,2.0,5.0,21.0,1.0,1.0
2016,Shanghai Masters,Hard,M,2.5,4.25,24.25,26.75,0.5,2.5,3.75,24.75,13.5,0.5,2.0,4.5,19.5,10.5,0.5,2.0,6.0,20.0,2.0,1.0
2016,Roland Garros,Clay,G,3.625,7.75,35.0,13.75,0.75,3.5,8.25,34.25,5.5,0.75,3.5,9.5,30.5,1.5,1.0,4.0,8.0,34.0,1.0,1.0
2016,Wimbledon,Grass,G,3.375,3.625,31.375,14.625,0.625,4.25,5.5,43.5,5.25,1.0,4.0,7.0,40.0,4.5,0.5,3.0,4.0,36.0,2.0,1.0
2016,US Open,Hard,G,3.375,7.375,28.875,25.375,0.75,3.5,4.0,28.5,5.75,0.75,4.0,7.0,37.0,2.0,1.0,4.0,6.0,44.0,3.0,0.0
2016,Australian Open,Hard,G,3.875,5.375,38.375,8.25,0.875,3.5,7.5,33.5,5.0,1.0,4.5,7.0,43.0,1.5,1.0,3.0,8.0,32.0,1.0,1.0
2016,Indian Wells Masters,Hard,M,2.5,3.875,25.875,10.125,0.625,2.0,4.25,21.75,9.5,0.75,2.5,4.0,24.0,7.5,1.0,2.0,10.0,14.0,1.0,1.0
2016,Miami Masters,Hard,M,2.25,5.75,21.25,12.75,1.0,2.5,4.25,24.25,12.0,0.75,2.0,4.0,22.0,3.5,1.0,2.0,6.0,18.0,1.0,1.0
2016,Rome Masters,Clay,M,2.375,5.875,21.375,26.125,0.5,1.5,3.75,16.25,15.5,1.0,2.5,4.0,23.0,2.0,1.0,2.0,6.0,18.0,3.0,0.0
2016,Madrid Masters,Clay,M,2.25,5.25,22.25,11.0,0.75,2.5,5.5,24.0,3.5,1.0,2.0,4.0,22.0,1.5,1.0,3.0,4.0,26.0,1.0,1.0
2016,Cincinnati Masters,Hard,M,2.0,4.375,19.125,19.75,0.375,2.0,3.5,15.0,14.0,0.75,2.5,4.5,24.5,8.0,1.0,2.0,4.0,22.0,14.0,0.0
2017,Paris Masters,Hard,M,2.375,4.25,24.5,32.25,0.5,2.0,3.0,22.0,49.0,0.5,2.5,4.0,28.0,49.5,0.5,3.0,5.0,29.0,22.0,1.0
2017,Monte Carlo Masters,Clay,M,2.25,4.5,19.75,17.375,0.625,2.75,4.75,26.25,15.25,0.5,2.5,7.0,22.0,15.5,0.5,2.0,8.0,16.0,7.0,1.0
2017,Canada Masters,Hard,M,2.625,3.0,26.25,41.5,0.625,2.5,3.25,24.25,51.5,0.5,2.0,4.0,22.0,5.5,1.0,2.0,5.0,19.0,8.0,0.0
2017,Shanghai Masters,Hard,M,2.25,3.875,23.875,18.75,0.75,2.5,4.5,25.0,7.75,1.0,2.5,3.0,26.0,1.5,1.0,2.0,5.0,19.0,2.0,0.0
2017,Roland Garros,Clay,G,3.25,6.875,28.625,6.875,0.875,3.0,7.0,22.0,3.75,0.75,4.0,8.5,39.5,3.5,0.5,3.0,12.0,24.0,4.0,0.0
2017,Wimbledon,Grass,G,4.0,6.0,42.25,11.5,0.75,3.75,4.5,32.5,13.5,0.5,3.5,4.0,42.0,5.5,1.0,3.0,10.0,26.0,5.0,1.0
2017,US Open,Hard,G,3.5,6.125,34.875,23.75,0.625,3.5,6.75,35.75,20.0,0.5,4.0,8.0,37.0,16.5,0.5,3.0,8.0,28.0,1.0,1.0
2017,Australian Open,Hard,G,4.0,5.875,40.625,15.125,0.5,3.0,7.75,29.75,11.25,0.5,5.0,2.0,52.0,13.0,0.5,5.0,4.0,44.0,17.0,0.0
2017,Indian Wells Masters,Hard,M,2.375,3.875,23.875,14.625,0.625,2.25,1.75,21.75,13.5,0.75,2.0,6.5,18.5,6.5,1.0,2.0,4.0,22.0,10.0,0.0
2017,Miami Masters,Hard,M,2.25,5.25,22.0,15.5,0.75,2.5,4.75,24.25,17.25,0.75,2.5,4.0,29.0,6.5,1.0,2.0,5.0,19.0,6.0,1.0
2017,Rome Masters,Clay,M,2.125,4.375,21.125,12.75,0.75,2.25,4.0,22.5,12.5,0.25,2.5,8.5,21.5,9.5,1.0,2.0,5.0,19.0,17.0,0.0
2017,Madrid Masters,Clay,M,2.25,4.375,21.375,17.375,0.625,1.75,4.25,15.75,10.75,0.75,2.0,5.0,19.0,7.0,0.5,2.0,3.0,23.0,5.0,1.0
2017,Cincinnati Masters,Hard,M,2.25,3.625,24.875,25.0,0.75,2.0,6.0,19.5,21.0,0.5,2.0,2.0,26.0,17.0,1.0,2.0,5.0,21.0,11.0,1.0
2018,Paris Masters,Hard,M,2.25,4.125,20.625,9.625,0.75,2.5,5.0,23.0,7.75,0.75,2.5,3.5,27.5,10.0,0.5,2.0,4.0,22.0,18.0,0.0
2018,Monte Carlo Masters,Clay,M,2.25,4.125,21.375,12.5,1.0,2.5,5.25,24.75,11.5,0.75,2.5,4.5,22.5,18.5,0.5,2.0,7.0,17.0,1.0,1.0
2018,Canada Masters,Hard,M,2.25,4.25,24.0,15.75,0.625,2.5,4.0,23.0,18.0,0.5,2.5,2.5,29.5,14.0,0.5,2.0,5.0,21.0,1.0,1.0
2018,Shanghai Masters,Hard,M,2.125,4.125,18.125,14.25,0.875,2.0,3.75,21.75,7.25,1.0,2.0,6.5,17.5,11.0,0.5,2.0,5.0,19.0,3.0,1.0
2018,Roland Garros,Clay,G,4.0,5.875,38.125,16.0,0.75,3.75,6.0,37.0,21.75,0.25,3.0,9.5,28.5,4.5,1.0,3.0,9.0,27.0,1.0,1.0
2018,Wimbledon,Grass,G,3.5,5.875,37.875,13.25,1.0,4.5,4.25,50.25,10.0,0.75,5.0,1.0,79.0,14.5,0.5,3.0,9.0,29.0,21.0,0.0
2018,US Open,Hard,G,3.5,6.5,35.0,13.875,0.75,4.25,2.75,44.25,7.25,0.75,2.5,4.5,13.5,4.5,0.5,3.0,7.0,31.0,6.0,0.0
2018,Australian Open,Hard,G,3.75,5.75,41.0,29.5,0.75,3.75,4.0,25.5,28.75,0.5,2.5,4.5,14.5,4.0,1.0,5.0,8.0,46.0,2.0,1.0
2018,Indian Wells Masters,Hard,M,2.125,3.5,21.75,23.625,1.0,2.75,2.25,26.75,24.0,0.5,2.5,4.5,24.5,4.5,1.0,3.0,2.0,36.0,8.0,0.0
2018,Miami Masters,Hard,M,2.125,4.625,21.125,17.375,0.875,2.5,3.0,27.5,11.75,0.75,2.0,5.5,20.5,11.0,0.5,3.0,3.0,33.0,17.0,0.0
2018,Rome Masters,Clay,M,2.125,5.0,18.25,11.75,0.875,2.75,4.75,23.75,7.0,1.0,2.0,3.5,23.5,2.5,1.0,3.0,3.0,23.0,2.0,1.0
2018,Madrid Masters,Clay,M,2.375,3.125,24.875,23.5,0.625,2.5,3.25,27.25,15.25,0.5,2.0,6.5,17.5,5.0,1.0,2.0,4.0,20.0,3.0,1.0
2018,Cincinnati Masters,Hard,M,2.375,3.875,23.875,28.25,0.625,2.5,3.0,28.5,7.5,0.75,2.5,1.0,14.0,6.0,0.5,2.0,4.0,20.0,10.0,0.0
2019,Paris Masters,Hard,M,2.5,4.25,24.75,19.375,0.75,2.0,7.25,17.75,14.5,0.75,1.0,1.5,11.5,14.5,0.5,2.0,5.0,19.0,1.0,1.0
2019,Monte Carlo Masters,Clay,M,2.25,5.375,20.375,28.375,0.375,2.5,3.75,23.75,20.5,0.5,2.0,6.5,18.5,33.0,0.0,2.0,5.0,19.0,18.0,1.0
2019,Canada Masters,Hard,M,2.25,4.625,23.875,9.25,1.0,2.5,4.75,22.25,9.75,0.25,1.0,3.0,10.0,5.5,0.5,2.0,9.0,15.0,2.0,1.0
2019,Shanghai Masters,Hard,M,2.125,3.875,23.125,6.375,0.75,2.5,3.5,26.5,7.5,0.25,2.0,4.0,22.0,5.0,1.0,2.0,7.0,17.0,4.0,1.0
2019,Roland Garros,Clay,G,3.75,7.25,36.75,7.625,0.75,3.25,8.75,30.75,2.5,1.0,4.0,6.0,40.0,3.0,0.5,4.0,11.0,35.0,2.0,1.0
2019,Wimbledon,Grass,G,3.625,6.875,35.375,18.625,0.875,3.5,8.25,32.25,7.0,1.0,4.0,5.0,37.0,2.0,0.5,5.0,-4.0,68.0,1.0,1.0
2019,US Open,Hard,G,3.375,7.75,26.75,21.375,0.625,4.25,4.5,40.5,27.5,0.5,3.0,7.0,31.0,3.5,1.0,5.0,3.0,53.0,2.0,1.0
2019,Australian Open,Hard,G,4.0,6.125,43.875,17.25,0.375,3.25,4.25,29.25,12.25,0.75,3.0,13.0,23.0,1.5,1.0,3.0,10.0,26.0,1.0,1.0
2019,Indian Wells Masters,Hard,M,2.125,4.375,17.625,32.125,0.625,1.5,2.75,16.25,7.0,1.0,1.5,1.0,18.0,6.0,0.5,3.0,2.0,30.0,8.0,0.0
2019,Miami Masters,Hard,M,2.375,3.125,25.375,21.625,0.5,2.25,5.0,23.5,23.5,0.75,2.0,4.0,22.0,7.0,1.0,2.0,7.0,17.0,5.0,1.0
2019,Rome Masters,Clay,M,2.375,4.5,22.25,11.25,0.875,1.75,3.75,16.75,8.5,0.5,2.5,5.0,25.0,1.5,1.0,3.0,9.0,23.0,2.0,0.0
2019,Madrid Masters,Clay,M,2.375,4.375,23.375,8.625,0.875,2.0,3.0,19.0,4.25,0.5,2.5,1.5,26.5,5.0,0.5,2.0,5.0,19.0,1.0,1.0
2019,Cincinnati Masters,Hard,M,2.125,5.75,20.5,34.125,0.5,1.75,3.75,16.75,21.0,0.75,2.5,4.0,23.0,13.5,0.5,2.0,3.0,23.0,8.0,1.0
2020,Paris Masters,Hard,M,2.5,5.0,24.5,13.625,0.875,2.5,4.5,24.5,7.75,1.0,2.0,3.5,22.5,6.0,0.5,3.0,5.0,29.0,5.0,1.0
2020,Roland Garros,Clay,G,3.5,7.875,33.625,16.375,0.875,3.75,6.75,38.75,5.75,0.75,4.0,7.5,38.5,1.5,1.0,3.0,12.0,26.0,2.0,0.0
2020,Us Open,Hard,G,3.0,8.625,26.125,16.625,0.625,3.75,3.0,38.0,10.5,0.75,4.0,3.5,39.5,5.0,1.0,5.0,0.0,50.0,3.0,1.0
2020,Australian Open,Hard,G,3.625,6.0,36.25,21.0,0.75,4.0,2.5,40.5,4.25,0.75,3.5,3.5,38.5,3.5,1.0,5.0,1.0,47.0,2.0,1.0
2020,Rome Masters,Clay,M,2.375,4.75,23.5,24.125,1.0,2.75,4.25,26.25,16.0,0.5,2.5,3.0,28.0,8.0,0.5,2.0,5.0,21.0,1.0,1.0
2020,Cincinnati Masters,Hard,M,2.25,5.125,21.375,19.875,0.75,2.25,2.25,19.25,12.25,0.75,2.5,2.5,27.5,15.5,0.5,3.0,0.0,26.0,1.0,1.0
2021,Paris Masters,Hard,M,2.125,4.125,21.625,26.125,0.75,2.25,4.25,24.25,4.25,1.0,2.5,6.0,22.0,1.5,1.0,3.0,4.0,28.0,1.0,1.0
2021,Miami Masters,Hard,M,2.5,4.0,25.5,28.25,0.625,2.25,3.25,23.25,22.0,0.5,2.5,3.5,25.5,34.0,0.0,2.0,3.0,23.0,37.0,0.0
2021,Indian Wells Masters,Hard,M,2.375,5.125,22.875,20.375,0.5,2.75,3.0,26.5,32.25,0.0,2.0,5.0,20.0,31.0,1.0,3.0,4.0,26.0,26.0,1.0
2021,Monte Carlo Masters,Clay,M,2.25,4.375,23.875,20.875,0.625,2.5,3.5,19.0,18.25,0.25,2.0,7.0,18.0,6.5,1.0,2.0,6.0,18.0,5.0,1.0
2021,Rome Masters,Clay,M,2.375,4.0,24.5,20.75,0.625,2.5,3.0,26.5,21.0,0.75,2.5,5.0,25.0,2.0,1.0,3.0,0.0,28.0,3.0,0.0
2021,Canada Masters,Hard,M,2.375,4.0,24.75,16.75,0.75,2.25,3.0,24.0,16.75,0.5,2.5,5.0,26.0,17.0,0.5,2.0,5.0,19.0,2.0,1.0
2021,Cincinnati Masters,Hard,M,2.25,4.375,23.625,13.5,0.625,2.5,7.25,20.75,4.25,1.0,3.0,1.0,29.0,6.0,0.0,2.0,7.0,17.0,5.0,1.0
2021,Madrid Masters,Clay,M,2.25,3.625,24.125,19.0,0.5,2.5,5.0,23.5,10.5,0.75,2.0,4.5,19.5,8.0,0.5,3.0,4.0,32.0,6.0,1.0
2021,Roland Garros,Clay,G,3.0,6.5,22.75,10.25,0.875,3.5,8.75,33.75,3.75,0.75,4.5,5.0,43.0,3.0,1.0,5.0,4.0,48.0,1.0,1.0
2021,Wimbledon,Grass,G,4.0,5.875,38.875,18.0,0.5,3.75,6.75,36.75,10.0,0.75,3.5,7.5,37.5,5.0,1.0,4.0,6.0,42.0,1.0,1.0
2021,Us Open,Hard,G,4.0,7.0,38.0,31.0,0.75,3.25,6.0,26.5,5.5,1.0,4.0,7.0,38.0,1.5,1.0,3.0,6.0,30.0,2.0,0.0
2021,Australian Open,Hard,G,3.0,5.0,24.5,20.375,0.75,4.0,5.0,39.5,31.25,0.5,3.0,8.5,28.5,2.5,1.0,3.0,10.0,28.0,1.0,1.0
2022,Paris Masters,Hard,M,2.125,5.125,20.625,14.25,0.625,2.0,5.5,12.5,9.5,0.75,2.5,4.0,24.0,12.5,0.0,3.0,2.0,30.0,18.0,0.0
2022,Miami Masters,Hard,M,2.25,4.75,22.75,25.25,0.625,2.25,2.0,20.5,34.25,0.25,2.0,4.5,21.5,12.0,0.5,2.0,4.0,22.0,16.0,0.0
2022,Indian Wells Masters,Hard,M,2.0,3.25,21.5,36.25,0.625,2.5,3.75,25.75,12.5,0.75,2.5,3.5,25.5,12.0,0.5,2.0,4.0,22.0,20.0,0.0
2022,Monte Carlo Masters,Clay,M,2.25,4.5,23.0,17.25,0.75,3.0,2.0,31.0,20.75,0.5,2.5,5.0,25.0,25.5,0.0,2.0,4.0,22.0,5.0,1.0
2022,Rome Masters,Clay,M,2.375,5.0,22.0,12.75,0.75,2.0,4.25,22.75,4.75,1.0,2.5,4.5,23.5,3.0,0.5,2.0,7.0,19.0,1.0,1.0
2022,Canada Masters,Hard,M,2.375,3.5,21.75,30.125,0.375,2.5,5.0,23.5,19.75,0.75,3.0,5.0,31.0,16.5,0.5,3.0,3.0,27.0,23.0,0.0
2022,Cincinnati Masters,Hard,M,2.375,4.625,23.375,30.875,0.75,2.5,3.0,28.0,42.75,0.5,2.5,3.0,25.0,79.5,0.0,2.0,5.0,21.0,152.0,0.0
2022,Madrid Masters,Clay,M,2.0,3.5,18.25,6.75,1.0,2.5,3.25,22.75,4.5,0.75,3.0,2.5,32.5,6.0,0.5,2.0,8.0,16.0,9.0,0.0
2022,Roland Garros,Clay,G,3.5,6.5,28.75,11.625,0.75,4.25,4.5,43.5,9.75,0.5,3.0,3.5,17.5,6.5,0.5,3.0,12.0,24.0,5.0,1.0
2022,Wimbledon,Grass,G,4.0,5.5,40.75,23.375,0.625,4.5,2.5,45.5,14.75,1.0,2.0,2.5,17.5,21.5,0.5,4.0,4.0,42.0,3.0,1.0
2022,Us Open,Hard,G,4.375,6.0,41.5,16.375,0.5,4.0,5.25,44.75,17.0,0.5,4.5,8.0,46.0,5.5,1.0,4.0,2.0,40.0,4.0,1.0
2022,Australian Open,Hard,G,3.5,5.5,37.25,8.875,0.875,4.5,3.75,44.25,4.5,1.0,4.0,6.5,37.5,3.5,1.0,5.0,1.0,53.0,5.0,0.0
2023,Paris Masters,Hard,M,2.0,4.125,19.375,9.375,0.875,2.75,4.75,26.75,7.25,0.75,3.0,2.0,36.0,9.0,0.5,2.0,5.0,19.0,1.0,1.0
2023,Miami Masters,Hard,M,2.25,4.0,22.75,30.875,0.375,2.0,6.5,18.0,8.25,1.0,3.0,3.0,31.0,8.0,0.5,2.0,5.0,21.0,5.0,1.0
2023,Indian Wells Masters,Hard,M,2.25,3.75,20.25,11.5,0.875,2.25,3.75,22.75,9.25,0.5,2.0,3.5,23.5,4.0,1.0,2.0,7.0,17.0,2.0,1.0
2023,Monte Carlo Masters,Clay,M,2.25,3.25,22.75,20.25,0.75,2.0,6.25,18.25,8.25,0.5,3.0,2.5,29.5,7.5,0.5,3.0,4.0,32.0,6.0,1.0
2023,Rome Masters,Clay,M,2.5,4.375,25.125,21.0,0.75,2.25,5.5,21.0,4.75,0.75,2.5,4.5,27.5,5.0,0.5,2.0,4.0,24.0,3.0,1.0
2023,Canada Masters,Hard,M,2.125,3.0,22.0,52.0,0.625,2.5,4.0,25.0,19.25,0.5,2.0,6.0,18.0,13.0,1.0,2.0,7.0,17.0,8.0,1.0
2023,Cincinnati Masters,Hard,M,2.25,3.125,18.125,26.125,0.625,2.25,6.0,20.5,10.0,1.0,2.5,1.5,27.5,1.5,1.0,3.0,0.0,38.0,2.0,0.0
2023,Madrid Masters,Clay,M,2.375,4.625,24.625,52.0,0.5,2.25,3.75,24.25,52.0,0.5,2.5,4.0,24.0,33.5,1.0,3.0,2.0,28.0,2.0,1.0
2023,Shanghai Masters,Hard,M,2.625,3.0,27.75,29.5,0.5,2.5,5.0,25.0,17.25,0.75,2.0,4.5,20.5,12.0,1.0,3.0,1.0,31.0,17.0,0.0
2023,Roland Garros,Clay,G,3.375,7.375,31.875,13.25,0.875,3.75,7.0,35.0,8.75,1.0,3.5,11.0,30.0,3.5,0.5,3.0,6.0,34.0,3.0,1.0
2023,Wimbledon,Grass,G,3.875,3.5,37.75,20.25,0.75,4.0,5.25,37.75,3.5,1.0,3.0,7.5,29.5,1.5,1.0,5.0,0.0,46.0,1.0,1.0
2023,Us Open,Hard,G,3.625,6.375,34.125,11.5,0.75,3.25,7.75,30.25,13.25,0.75,3.5,7.0,34.0,2.5,0.5,3.0,7.0,31.0,2.0,1.0
2023,Australian Open,Hard,G,4.25,6.0,41.25,32.625,0.5,3.25,5.25,25.25,16.0,1.0,3.5,8.0,36.0,4.5,1.0,3.0,5.0,35.0,5.0,0.0
2024,Paris Masters,Hard,M,2.75,3.375,27.875,14.125,0.875,2.25,4.5,23.0,13.75,0.5,2.5,4.0,27.0,10.5,1.0,2.0,8.0,16.0,3.0,1.0
2024,Miami Masters,Hard,M,2.25,4.625,20.875,20.75,0.5,2.0,5.5,19.5,6.0,0.75,2.5,6.0,24.0,7.5,0.5,2.0,8.0,16.0,3.0,1.0
2024,Indian Wells Masters,Hard,M,2.375,4.0,23.25,10.0,0.875,2.25,5.0,20.0,6.5,0.75,3.0,1.0,26.0,3.0,1.0,2.0,6.0,20.0,2.0,1.0
2024,Monte Carlo Masters,Clay,M,2.25,4.375,23.125,9.375,0.625,2.5,5.0,24.5,6.25,1.0,3.0,0.0,28.0,11.0,0.0,2.0,7.0,17.0,12.0,0.0
2024,Rome Masters,Clay,M,2.25,5.25,23.0,20.375,0.625,2.5,3.25,24.75,19.25,0.5,3.0,2.5,29.5,14.5,0.5,2.0,4.0,22.0,5.0,1.0
2024,Canada Masters,Hard,M,2.125,3.375,17.125,90.125,0.5,2.75,1.0,27.5,33.5,0.25,2.0,5.0,20.0,35.0,0.5,2.0,6.0,18.0,62.0,0.0
2024,Cincinnati Masters,Hard,M,2.25,3.125,23.125,12.625,0.875,2.5,2.0,21.0,11.75,0.75,3.0,2.0,34.0,13.5,0.5,2.0,5.0,21.0,1.0,1.0
2024,Madrid Masters,Clay,M,2.25,4.0,24.0,14.75,0.625,2.0,2.5,13.0,21.75,0.25,1.5,2.5,9.5,21.5,0.5,3.0,2.0,34.0,8.0,1.0
2024,Shanghai Masters,Hard,M,2.25,4.375,22.125,22.875,0.625,2.25,5.25,22.75,11.25,0.75,2.0,3.5,22.5,2.5,1.0,2.0,4.0,22.0,1.0,1.0
2024,Roland Garros,Clay,G,4.0,6.75,38.0,5.875,0.75,2.25,4.5,24.0,4.0,0.75,4.5,3.5,39.5,3.5,0.5,5.0,6.0,44.0,3.0,1.0
2024,Wimbledon,Grass,G,3.375,5.625,31.625,8.75,0.875,3.5,3.25,34.25,8.75,0.5,3.5,5.5,37.5,2.5,1.0,3.0,9.0,29.0,3.0,0.0
2024,Us Open,Hard,G,3.75,7.25,33.75,10.75,0.75,3.75,4.0,26.5,14.5,0.25,4.0,6.0,41.0,6.5,1.0,3.0,7.0,31.0,1.0,1.0
2024,Australian Open,Hard,G,3.75,7.25,37.75,5.25,0.875,4.0,5.25,40.75,3.5,0.75,4.5,5.5,46.5,3.5,0.5,5.0,1.0,47.0,4.0,0.0
